일자,종가,종가 등락률,거래량,거래량 등락률,거래대금,거래대금 등락률
2018/02/21,"2,429.65",0.60,"432,275,482",2.56,"6,074,260,982,996",18.02
2018/02/20,"2,415.12",-1.13,"421,485,575",30.84,"5,146,648,554,123",-11.92
2018/02/19,"2,442.82",0.87,"322,137,444",5.36,"5,843,436,838,599",-2.12
2018/02/14,"2,421.83",1.11,"305,739,307",-27.79,"5,970,263,260,786",-18.58
2018/02/13,"2,395.19",0.41,"423,415,702",20.19,"7,333,093,361,490",10.59
2018/02/12,"2,385.38",0.91,"352,288,396",-27.97,"6,631,083,611,178",-22.21
2018/02/09,"2,363.77",-1.82,"489,112,012",34.96,"8,524,086,490,331",17.17
2018/02/08,"2,407.62",0.46,"362,415,715",-21.23,"7,275,110,328,522",-13.07
2018/02/07,"2,396.56",-2.31,"460,075,034",-21.06,"8,369,362,461,175",-12.51
2018/02/06,"2,453.31",-1.54,"582,836,967",31.76,"9,566,550,780,902",18.16
2018/02/05,"2,491.75",-1.33,"442,349,802",-8.19,"8,096,051,108,853",-1.99
2018/02/02,"2,525.39",-1.68,"481,817,771",-19.04,"8,260,733,147,352",2.58
2018/02/01,"2,568.54",0.08,"595,147,219",47.66,"8,053,098,628,981",-25.73
2018/01/31,"2,566.46",-0.05,"403,051,379",1.51,"10,842,647,300,529",37.63
2018/01/30,"2,567.74",-1.17,"397,038,667",-9.24,"7,877,966,009,199",-0.38
2018/01/29,"2,598.19",0.91,"437,474,733",9.19,"7,908,139,065,694",3.06
2018/01/26,"2,574.76",0.49,"400,648,704",-22.14,"7,673,559,139,308",-2.47
2018/01/25,"2,562.23",0.95,"514,605,010",38.67,"7,867,501,171,189",16.30
2018/01/24,"2,538.00",0.06,"371,087,271",0.29,"6,764,738,182,069",-1.08
2018/01/23,"2,536.60",1.38,"370,007,847",7.88,"6,838,404,249,758",7.10
2018/01/22,"2,502.11",-0.72,"342,994,024",-2.52,"6,385,331,485,527",1.95
2018/01/19,"2,520.26",0.18,"351,845,047",5.62,"6,263,000,889,905",-2.86
2018/01/18,"2,515.81",0.02,"333,112,031",-1.07,"6,447,655,644,566",1.93
2018/01/17,"2,515.43",-0.25,"336,712,525",-1.43,"6,325,747,268,741",-8.50
2018/01/16,"2,521.74",0.72,"341,606,608",-15.56,"6,913,692,888,279",12.99
2018/01/15,"2,503.73",0.29,"404,550,878",-7.80,"6,118,634,777,651",-30.25
2018/01/12,"2,496.42",0.34,"438,775,501",-1.25,"8,772,175,387,868",12.62
2018/01/11,"2,487.91",-0.47,"444,340,157",0.07,"7,789,310,921,248",-9.19
2018/01/10,"2,499.75",-0.42,"444,022,038",18.62,"8,577,963,205,899",16.78
2018/01/09,"2,510.23",-0.12,"374,322,741",20.20,"7,345,518,522,444",14.69
2018/01/08,"2,513.28",0.63,"311,429,324",0.86,"6,404,885,697,956",1.38
2018/01/05,"2,497.52",1.26,"308,769,669",-7.51,"6,317,518,427,311",-8.39
2018/01/04,"2,466.46",-0.80,"333,836,328",0.83,"6,896,287,056,563",14.56
2018/01/03,"2,486.35",0.27,"331,094,681",26.27,"6,019,622,040,484",25.77
2018/01/02,"2,479.65",0.49,"262,205,431",19.00,"4,786,386,686,165",11.98
2017/12/28,"2,467.49",1.26,"220,336,303",13.08,"4,274,352,132,703",-11.79
2017/12/27,"2,436.67",0.38,"194,850,122",-13.26,"4,845,393,986,872",-14.11
2017/12/26,"2,427.34",-0.54,"224,640,628",-2.51,"5,641,602,541,910",17.49
2017/12/22,"2,440.54",0.44,"230,412,744",-6.84,"4,801,820,423,885",-10.27
2017/12/21,"2,429.83",-1.72,"247,330,424",4.72,"5,351,502,434,046",12.69
2017/12/20,"2,472.37",-0.25,"236,176,160",-23.42,"4,748,794,271,453",-9.37
2017/12/19,"2,478.53",-0.13,"308,390,513",-4.92,"5,239,923,476,499",17.04
2017/12/18,"2,481.88",-0.01,"324,358,231",-4.81,"4,477,139,154,956",-25.96
2017/12/15,"2,482.07",0.51,"340,758,800",7.23,"6,047,301,989,889",-26.93
2017/12/14,"2,469.48",-0.45,"317,786,649",24.65,"8,276,523,381,672",61.61
2017/12/13,"2,480.55",0.79,"254,953,381",-9.33,"5,121,323,451,164",-3.24
2017/12/12,"2,461.00",-0.42,"281,191,226",17.10,"5,292,539,448,215",14.73
2017/12/11,"2,471.49",0.30,"240,137,827",-40.91,"4,613,094,251,741",-15.89
2017/12/08,"2,464.00",0.08,"406,381,502",0.38,"5,484,859,462,873",-13.04
2017/12/07,"2,461.98",-0.50,"404,853,502",-20.25,"6,307,570,109,010",-5.17
2017/12/06,"2,474.37",-1.42,"507,624,093",28.37,"6,651,308,074,342",12.22
2017/12/05,"2,510.12",0.34,"395,429,917",22.10,"5,926,806,208,558",-2.14
2017/12/04,"2,501.67",1.06,"323,846,695",12.23,"6,056,436,249,774",5.51
2017/12/01,"2,475.41",-0.04,"288,567,773",-14.88,"5,740,174,453,415",-38.92
2017/11/30,"2,476.37",-1.45,"339,022,475",12.55,"9,397,571,888,246",78.07
2017/11/29,"2,512.90",-0.05,"301,208,934",-13.51,"5,277,563,304,654",-19.04
2017/11/28,"2,514.19",0.25,"348,243,160",22.24,"6,518,925,879,236",4.18
2017/11/27,"2,507.81",-1.44,"284,887,372",-4.38,"6,257,121,135,157",39.75
2017/11/24,"2,544.33",0.28,"297,938,436",-23.86,"4,477,300,958,730",-13.47
2017/11/23,"2,537.15",-0.13,"391,292,206",-19.43,"5,174,188,966,228",-31.92
2017/11/22,"2,540.51",0.39,"485,670,685",0.16,"7,600,111,570,093",8.27
2017/11/21,"2,530.70",0.12,"484,887,336",19.94,"7,019,796,676,060",19.62
2017/11/20,"2,527.67",-0.25,"404,259,934",11.61,"5,868,465,645,743",-11.75
2017/11/17,"2,533.99",-0.03,"362,192,360",19.56,"6,649,668,643,775",18.04
2017/11/16,"2,534.79",0.66,"302,931,313",-23.93,"5,633,181,615,375",-22.66
2017/11/15,"2,518.25",-0.33,"398,215,052",38.38,"7,283,457,455,182",21.41
2017/11/14,"2,526.64",-0.15,"287,771,653",7.97,"5,999,101,866,118",-2.86
2017/11/13,"2,530.35",-0.50,"266,530,871",-8.57,"6,175,703,615,155",11.93
2017/11/10,"2,542.95",-0.30,"291,525,443",-0.69,"5,517,622,126,016",-20.40
2017/11/09,"2,550.57",-0.07,"293,539,510",5.96,"6,931,784,295,564",21.26
2017/11/08,"2,552.40",0.27,"277,039,214",9.10,"5,716,549,898,159",0.90
2017/11/07,"2,545.44",-0.16,"253,921,533",14.80,"5,665,741,936,347",4.28
2017/11/06,"2,549.41",-0.33,"221,187,322",-24.45,"5,433,361,687,974",-1.48
2017/11/03,"2,557.97",0.46,"292,766,734",-44.52,"5,515,019,279,641",-11.83
2017/11/02,"2,546.36",-0.40,"527,727,558",45.86,"6,255,076,761,706",-17.35
2017/11/01,"2,556.47",1.31,"361,796,494",15.30,"7,567,835,319,827",-1.65
2017/10/31,"2,523.43",0.86,"313,787,839",-8.25,"7,694,499,061,209",9.60
2017/10/30,"2,501.93",0.21,"342,006,044",-33.10,"7,020,594,596,280",10.68
2017/10/27,"2,496.63",0.64,"511,225,841",-20.97,"6,342,961,623,830",-11.20
2017/10/26,"2,480.63",-0.48,"646,882,936",7.92,"7,143,282,820,911",40.37
2017/10/25,"2,492.50",0.08,"599,434,815",158.37,"5,088,790,876,720",10.04
2017/10/24,"2,490.49",0.02,"232,007,087",-15.39,"4,624,483,372,022",-2.84
2017/10/23,"2,490.05",0.02,"274,201,074",-12.45,"4,759,871,896,709",-15.73
2017/10/20,"2,489.54",0.67,"313,210,981",32.37,"5,648,569,217,412",-18.03
2017/10/19,"2,473.06",-0.40,"236,625,102",-3.12,"6,891,246,462,861",18.27
2017/10/18,"2,482.91",-0.06,"244,245,315",22.71,"5,826,518,400,297",9.47
2017/10/17,"2,484.37",0.17,"199,049,340",-11.30,"5,322,692,469,609",-13.80
2017/10/16,"2,480.05",0.26,"224,414,601",-4.42,"6,175,084,495,255",-9.51
2017/10/13,"2,473.62",-0.05,"234,800,679",-8.36,"6,823,930,497,750",8.63
2017/10/12,"2,474.76",0.68,"256,211,091",26.98,"6,281,852,495,969",3.21
2017/10/11,"2,458.16",1.00,"201,771,350",-9.01,"6,086,393,607,361",-18.93
2017/10/10,"2,433.81",1.64,"221,744,907",20.39,"7,507,847,583,064",60.86
2017/09/29,"2,394.47",0.90,"184,191,469",-5.43,"4,667,349,608,627",-0.96
2017/09/28,"2,373.14",0.02,"194,772,385",-3.87,"4,712,785,972,369",2.49
2017/09/27,"2,372.57",-0.07,"202,618,978",-36.51,"4,598,482,943,102",-21.44
2017/09/26,"2,374.32",-0.26,"319,124,829",-5.96,"5,853,154,110,552",20.54
2017/09/25,"2,380.40",-0.35,"339,345,624",1.72,"4,855,652,545,008",-20.72
2017/09/22,"2,388.71",-0.74,"333,616,875",-0.51,"6,124,475,818,338",6.88
2017/09/21,"2,406.50",-0.24,"335,339,397",10.57,"5,730,119,293,374",1.77
2017/09/20,"2,412.20",-0.16,"303,285,695",19.13,"5,630,703,817,910",5.10
2017/09/19,"2,416.05",-0.09,"254,585,829",-6.91,"5,357,247,595,080",2.67
2017/09/18,"2,418.21",1.35,"273,477,988",-8.46,"5,218,019,946,283",-18.85
2017/09/15,"2,386.07",0.35,"298,738,808",-4.94,"6,430,144,681,482",-4.75
2017/09/14,"2,377.66",0.74,"314,262,595",-1.45,"6,750,768,481,098",11.90
2017/09/13,"2,360.18",-0.22,"318,871,909",-4.41,"6,032,999,060,479",20.64
2017/09/12,"2,365.47",0.27,"333,573,634",36.93,"5,000,743,137,266",1.46
2017/09/11,"2,359.08",0.66,"243,612,777",13.52,"4,928,978,233,698",7.42
2017/09/08,"2,343.72",-0.11,"214,592,711",-22.54,"4,588,619,584,901",-2.31
2017/09/07,"2,346.19",1.14,"277,036,412",9.64,"4,697,149,068,884",-11.99
2017/09/06,"2,319.82",-0.29,"252,681,759",-21.14,"5,336,840,330,743",7.79
2017/09/05,"2,326.62",-0.13,"320,428,048",28.95,"4,951,325,494,672",11.95
2017/09/04,"2,329.65",-1.19,"248,494,846",-11.27,"4,422,729,089,883",-8.09
2017/09/01,"2,357.69",-0.23,"280,059,667",5.66,"4,811,929,417,544",-10.08
2017/08/31,"2,363.19",-0.38,"265,050,263",-13.28,"5,351,567,639,723",15.02
2017/08/30,"2,372.29",0.32,"305,636,578",37.00,"4,652,673,488,246",5.08
2017/08/29,"2,364.74",-0.23,"223,089,508",-1.67,"4,427,621,818,941",9.71
2017/08/28,"2,370.30",-0.35,"226,868,646",-33.66,"4,035,800,576,453",-13.48
2017/08/25,"2,378.51",0.11,"341,960,532",15.71,"4,664,554,607,460",-1.67
2017/08/24,"2,375.84",0.40,"295,530,841",29.27,"4,743,851,002,104",16.49
2017/08/23,"2,366.40",0.05,"228,615,855",-9.23,"4,072,478,284,825",0.88
2017/08/22,"2,365.33",0.44,"251,864,061",21.54,"4,036,930,941,614",4.57
2017/08/21,"2,355.00",-0.14,"207,225,401",2.85,"3,860,617,002,559",-12.17
2017/08/18,"2,358.37",-0.14,"201,479,336",-21.23,"4,395,553,912,176",-6.40
2017/08/17,"2,361.67",0.57,"255,766,149",-5.45,"4,696,031,049,294",-23.88
2017/08/16,"2,348.26",0.60,"270,520,918",26.40,"6,169,012,023,271",32.45
2017/08/14,"2,334.22",0.63,"214,025,309",-32.82,"4,657,450,814,757",-26.34
2017/08/11,"2,319.71",-1.69,"318,581,048",12.23,"6,322,990,067,341",0.47
2017/08/10,"2,359.47",-0.38,"283,873,110",21.28,"6,293,548,649,493",34.09
2017/08/09,"2,368.39",-1.10,"234,073,383",-7.43,"4,693,572,440,448",1.51
2017/08/08,"2,394.73",-0.17,"252,853,865",3.58,"4,623,603,980,175",4.41
2017/08/07,"2,398.75",0.14,"244,123,984",-10.76,"4,428,447,375,230",-12.89
2017/08/04,"2,395.45",0.36,"273,565,681",-9.89,"5,084,021,843,724",-21.79
2017/08/03,"2,386.85",-1.68,"303,575,472",16.06,"6,500,832,212,714",21.59
2017/08/02,"2,427.63",0.19,"261,569,782",-0.93,"5,346,438,914,312",-4.62
2017/08/01,"2,422.96",0.84,"264,036,240",-4.88,"5,605,202,154,076",-0.73
2017/07/31,"2,402.71",0.07,"277,570,265",-12.89,"5,646,474,950,362",-19.56
2017/07/28,"2,400.99",-1.73,"318,651,968",-25.29,"7,019,671,628,638",30.06
2017/07/27,"2,443.24",0.36,"426,497,580",26.89,"5,397,118,572,659",-16.63
2017/07/26,"2,434.51",-0.22,"336,108,902",22.13,"6,474,044,526,595",19.74
2017/07/25,"2,439.90",-0.47,"275,199,900",17.91,"5,406,742,553,225",16.60
2017/07/24,"2,451.53",0.06,"233,407,929",-6.69,"4,637,011,284,286",-10.95
2017/07/21,"2,450.06",0.34,"250,131,929",-0.71,"5,207,298,429,849",-4.50
2017/07/20,"2,441.84",0.49,"251,916,590",-7.03,"5,452,698,608,551",6.91
2017/07/19,"2,429.94",0.16,"270,965,208",3.95,"5,100,348,975,286",6.23
2017/07/18,"2,426.04",0.04,"260,661,665",2.54,"4,801,381,442,998",-2.58
2017/07/17,"2,425.10",0.43,"254,205,370",-1.76,"4,928,676,466,083",-6.81
2017/07/14,"2,414.63",0.21,"258,765,999",-10.54,"5,288,841,331,492",-14.28
2017/07/13,"2,409.49",0.74,"289,260,886",7.56,"6,169,865,471,597",15.27
2017/07/12,"2,391.77",-0.18,"268,926,342",-5.46,"5,352,346,799,389",8.30
2017/07/11,"2,396.00",0.58,"284,462,133",-3.98,"4,942,133,572,928",0.36
2017/07/10,"2,382.10",0.09,"296,262,393",-5.76,"4,924,609,019,673",-10.28
2017/07/07,"2,379.87",-0.33,"314,370,029",4.28,"5,489,141,075,603",14.25
2017/07/06,"2,387.81",-0.02,"301,472,843",-9.66,"4,804,355,891,279",0.38
2017/07/05,"2,388.35",0.33,"333,721,038",-18.96,"4,786,069,949,818",-2.32
2017/07/04,"2,380.52",-0.58,"411,776,273",32.41,"4,899,735,482,366",2.45
2017/07/03,"2,394.48",0.11,"310,991,726",-9.47,"4,782,703,475,729",-6.22
2017/06/30,"2,391.79",-0.16,"343,529,731",-22.83,"5,100,038,352,486",-7.61
2017/06/29,"2,395.66",0.55,"445,131,674",23.24,"5,519,870,970,857",-8.28
2017/06/28,"2,382.56",-0.39,"361,176,788",0.88,"6,018,052,880,850",-7.04
2017/06/27,"2,391.95",0.14,"358,034,224",9.94,"6,473,501,689,058",24.16
2017/06/26,"2,388.66",0.42,"325,674,236",27.09,"5,213,753,592,353",-11.08
2017/06/23,"2,378.60",0.35,"256,259,171",-14.36,"5,863,390,115,241",-14.14
2017/06/22,"2,370.37",0.54,"299,232,084",-16.96,"6,829,006,992,193",5.61
2017/06/21,"2,357.53",-0.49,"360,344,862",-0.11,"6,466,059,804,119",-9.48
2017/06/20,"2,369.23",-0.07,"360,733,867",23.99,"7,143,556,168,687",31.75
2017/06/19,"2,370.90",0.38,"290,944,781",-11.62,"5,421,942,334,517",-9.11
2017/06/16,"2,361.83",0.01,"329,179,407",-1.70,"5,965,449,677,300",1.40
2017/06/15,"2,361.65",-0.46,"334,886,219",-14.79,"5,882,836,429,604",-13.43
2017/06/14,"2,372.64",-0.09,"392,997,946",22.02,"6,795,164,772,931",19.95
2017/06/13,"2,374.70",0.71,"322,081,808",-1.57,"5,665,179,059,115",-2.02
2017/06/12,"2,357.87",-1.00,"327,233,698",-37.14,"5,782,163,961,238",-20.00
2017/06/09,"2,381.69",0.77,"520,558,467",24.81,"7,227,366,441,198",-14.03
2017/06/08,"2,363.57",0.15,"417,080,087",10.86,"8,406,803,460,863",34.03
2017/06/07,"2,360.14",-0.36,"376,207,632",15.26,"6,272,489,514,868",20.71
2017/06/05,"2,368.62",-0.13,"326,411,771",-18.29,"5,196,274,352,105",-15.62
2017/06/02,"2,371.72",1.16,"399,499,240",18.65,"6,157,841,505,610",14.25
2017/06/01,"2,344.61",-0.12,"336,690,601",-39.44,"5,389,573,512,914",-34.63
2017/05/31,"2,347.38",0.16,"555,939,224",9.26,"8,244,271,511,924",46.61
2017/05/30,"2,343.68",-0.39,"508,844,006",60.94,"5,623,193,249,286",-0.10
2017/05/29,"2,352.97",-0.10,"316,177,808",1.06,"5,628,670,901,344",-8.51
2017/05/26,"2,355.30",0.53,"312,875,202",-15.27,"6,152,425,387,590",-1.78
2017/05/25,"2,342.93",1.10,"369,280,480",-9.83,"6,263,938,027,268",10.44
2017/05/24,"2,317.34",0.24,"409,559,680",20.08,"5,671,778,750,457",0.80
2017/05/23,"2,311.74",0.33,"341,085,104",0.30,"5,626,903,789,752",-3.44
2017/05/22,"2,304.03",0.68,"340,061,176",-19.25,"5,827,433,468,575",-1.71
2017/05/19,"2,288.48",0.07,"421,133,911",11.32,"5,928,741,601,995",0.24
2017/05/18,"2,286.82",-0.27,"378,315,003",-4.18,"5,914,401,333,043",3.60
2017/05/17,"2,293.08",-0.10,"394,821,402",7.25,"5,709,041,743,458",-12.74
2017/05/16,"2,295.33",0.20,"368,138,020",46.32,"6,542,753,309,936",40.75
2017/05/15,"2,290.65",0.20,"251,594,196",-24.97,"4,648,512,417,008",-28.41
2017/05/12,"2,286.02",-0.45,"335,337,878",-27.64,"6,493,662,077,252",-17.75
2017/05/11,"2,296.37",1.16,"463,460,094",9.59,"7,895,478,520,495",-15.86
2017/05/10,"2,270.12",-0.99,"422,888,280",50.09,"9,383,778,750,703",38.08
2017/05/08,"2,292.76",2.30,"281,761,321",7.58,"6,795,938,018,612",41.86
2017/05/04,"2,241.24",0.97,"261,918,663",-11.26,"4,790,759,344,972",-0.74
2017/05/02,"2,219.67",0.65,"295,139,655",9.86,"4,826,500,221,380",-17.39
2017/04/28,"2,205.44",-0.18,"268,642,437",-30.42,"5,842,675,935,179",-10.82
2017/04/27,"2,209.46",0.07,"386,106,987",-2.87,"6,551,273,939,757",18.92
2017/04/26,"2,207.84",0.50,"397,525,804",44.08,"5,509,194,885,512",7.88
2017/04/25,"2,196.85",1.06,"275,897,148",-26.37,"5,106,631,717,259",15.98
2017/04/24,"2,173.74",0.40,"374,713,903",33.09,"4,402,840,748,953",-8.99
2017/04/21,"2,165.04",0.74,"281,540,383",4.93,"4,837,703,370,559",-5.74
2017/04/20,"2,149.15",0.50,"268,315,945",-22.05,"5,132,501,780,310",4.90
2017/04/19,"2,138.40",-0.47,"344,221,051",18.13,"4,892,976,316,610",23.22
2017/04/18,"2,148.46",0.13,"291,399,453",12.38,"3,971,074,854,621",5.89
2017/04/17,"2,145.76",0.51,"259,303,733",-32.42,"3,750,130,120,322",10.03
2017/04/14,"2,134.88",-0.64,"383,688,378",7.30,"3,408,417,168,722",-22.47
2017/04/13,"2,148.61",0.93,"357,582,980",-16.33,"4,396,072,485,003",10.71
2017/04/12,"2,128.91",0.24,"427,358,370",-12.66,"3,970,631,328,818",-5.67
2017/04/11,"2,123.85",-0.44,"489,309,138",-4.60,"4,209,403,948,336",3.93
2017/04/10,"2,133.32",-0.86,"512,916,758",25.57,"4,050,058,958,939",-2.25
2017/04/07,"2,151.73",-0.05,"408,456,799",-19.94,"4,143,350,549,330",-1.45
2017/04/06,"2,152.75",-0.37,"510,164,336",-10.76,"4,204,110,688,320",-14.39
2017/04/05,"2,160.85",-0.01,"571,691,330",9.50,"4,910,757,856,742",6.31
2017/04/04,"2,161.10",-0.30,"522,093,217",31.01,"4,619,289,219,773",13.61
2017/04/03,"2,167.51",0.34,"398,513,840",-9.77,"4,066,025,368,922",-9.24
2017/03/31,"2,160.23",-0.20,"441,640,301",-31.38,"4,479,971,031,988",-2.06
2017/03/30,"2,164.64",-0.11,"643,563,712",2.68,"4,574,158,342,814",-14.60
2017/03/29,"2,166.98",0.17,"626,792,915",59.10,"5,356,115,503,506",5.51
2017/03/28,"2,163.31",0.35,"393,970,360",-0.48,"5,076,567,672,192",-4.06
2017/03/27,"2,155.66",-0.61,"395,862,524",10.37,"5,291,302,074,322",3.20
2017/03/24,"2,168.95",-0.17,"358,673,446",0.02,"5,127,078,116,814",-0.49
2017/03/23,"2,172.72",0.20,"358,607,995",-9.08,"5,152,408,812,062",-7.76
2017/03/22,"2,168.30",-0.46,"394,425,757",29.77,"5,586,037,725,266",-0.61
2017/03/21,"2,178.38",0.99,"303,940,558",14.72,"5,620,094,548,237",36.50
2017/03/20,"2,157.01",-0.35,"264,946,670",-12.50,"4,117,273,090,647",-17.32
2017/03/17,"2,164.58",0.67,"302,788,162",-24.76,"4,979,594,807,193",-3.57
2017/03/16,"2,150.08",0.80,"402,424,433",7.40,"5,163,958,046,376",3.80
2017/03/15,"2,133.00",-0.04,"374,699,799",2.64,"4,974,871,313,885",-5.92
2017/03/14,"2,133.78",0.76,"365,074,867",-4.46,"5,287,891,748,761",13.53
2017/03/13,"2,117.59",0.97,"382,129,482",-23.71,"4,657,806,679,469",-16.39
2017/03/10,"2,097.35",0.30,"500,860,898",22.69,"5,570,688,057,830",9.01
2017/03/09,"2,091.06",-0.21,"408,229,058",7.02,"5,110,475,045,702",13.14
2017/03/08,"2,095.41",0.06,"381,441,625",37.29,"4,517,061,478,653",13.99
2017/03/07,"2,094.05",0.61,"277,830,454",-35.60,"3,962,686,939,049",-14.89
2017/03/06,"2,081.36",0.13,"431,445,283",1.29,"4,655,902,350,739",-9.23
2017/03/03,"2,078.75",-1.14,"425,935,787",-2.02,"5,129,277,965,746",-16.90
2017/03/02,"2,102.65",0.53,"434,713,223",8.73,"6,172,419,891,054",22.19
2017/02/28,"2,091.64",0.29,"399,821,824",16.33,"5,051,497,437,424",21.14
2017/02/27,"2,085.52",-0.41,"343,702,229",-10.82,"4,170,046,722,188",-19.45
2017/02/24,"2,094.12",-0.64,"385,394,942",-10.55,"5,176,797,761,084",12.71
2017/02/23,"2,107.63",0.05,"430,850,935",38.00,"4,592,956,089,053",8.15
2017/02/22,"2,106.61",0.17,"312,219,249",6.73,"4,246,790,340,343",6.81
2017/02/21,"2,102.93",0.89,"292,539,412",-1.57,"3,976,164,727,515",19.75
2017/02/20,"2,084.39",0.18,"297,203,342",-1.43,"3,320,494,203,076",-30.57
2017/02/17,"2,080.58",-0.06,"301,517,454",-8.76,"4,782,724,389,657",10.43
2017/02/16,"2,081.84",-0.10,"330,466,977",-2.24,"4,331,134,652,093",-8.54
2017/02/15,"2,083.86",0.45,"338,044,733",1.71,"4,735,314,304,291",6.12
2017/02/14,"2,074.57",-0.20,"332,365,951",14.73,"4,462,092,206,349",11.88
2017/02/13,"2,078.65",0.17,"289,684,955",-7.94,"3,988,194,973,944",-18.37
2017/02/10,"2,075.08",0.45,"314,676,351",33.33,"4,885,928,707,081",14.45
2017/02/09,"2,065.88",0.04,"236,008,942",-11.52,"4,269,100,036,123",-4.44
2017/02/08,"2,065.08",-0.49,"266,722,401",-1.87,"4,467,660,045,067",7.11
2017/02/07,"2,075.21",-0.12,"271,809,004",-13.80,"4,170,985,157,212",6.93
2017/02/06,"2,077.66",0.22,"315,315,420",-19.68,"3,900,502,160,950",-20.61
2017/02/03,"2,073.16",0.10,"392,584,058",-52.44,"4,913,325,358,388",-13.91
2017/02/02,"2,071.01",-0.46,"825,477,498",82.41,"5,707,493,707,155",25.93
2017/02/01,"2,080.48",0.62,"452,528,495",56.98,"4,532,425,198,444",-1.39
2017/01/31,"2,067.57",-0.77,"288,275,478",11.77,"4,596,318,068,161",3.86
2017/01/26,"2,083.59",0.81,"257,921,529",-16.86,"4,425,645,331,275",4.86
2017/01/25,"2,066.94",0.06,"310,238,861",-0.70,"4,220,571,053,240",11.37
2017/01/24,"2,065.76",-0.01,"312,411,107",-29.77,"3,789,739,890,884",0.41
2017/01/23,"2,065.99",0.02,"444,862,533",13.30,"3,774,412,875,082",-7.55
2017/01/20,"2,065.61",-0.35,"392,647,176",-5.54,"4,082,436,058,378",-1.32
2017/01/19,"2,072.79",0.11,"415,668,980",-21.59,"4,136,854,006,996",2.02
2017/01/18,"2,070.54",-0.06,"530,133,477",-11.86,"4,054,751,042,486",-3.81
2017/01/17,"2,071.87",0.37,"601,435,035",-12.06,"4,215,228,599,369",-11.61
2017/01/16,"2,064.17",-0.61,"683,931,707",31.96,"4,769,155,406,938",0.89
2017/01/13,"2,076.79",-0.50,"518,284,304",-6.76,"4,727,082,615,161",0.00
2017/01/12,"2,087.14",0.58,"555,841,928",65.66,"4,727,251,484,660",4.25
2017/01/11,"2,075.17",1.47,"335,531,782",-34.55,"4,534,399,203,436",17.17
2017/01/10,"2,045.12",-0.18,"512,663,445",28.72,"3,869,789,673,144",-0.22
2017/01/09,"2,048.78",-0.02,"398,291,164",-12.53,"3,878,372,766,848",10.44
2017/01/06,"2,049.12",0.35,"455,350,704",-15.89,"3,511,655,038,362",-21.61
2017/01/05,"2,041.95",-0.18,"541,343,551",45.72,"4,479,782,006,027",9.29
2017/01/04,"2,045.64",0.08,"371,488,189",38.55,"4,098,879,501,997",10.03
2017/01/03,"2,043.97",0.88,"268,127,309",16.64,"3,725,113,184,536",42.35
2017/01/02,"2,026.16",-0.01,"229,874,996",-13.10,"2,616,791,314,513",-13.04
2016/12/29,"2,026.46",0.10,"264,521,833",-25.82,"3,009,199,072,166",-1.37
2016/12/28,"2,024.49",-0.87,"356,590,055",-7.15,"3,051,025,514,156",-1.44
2016/12/27,"2,042.17",0.22,"384,033,101",4.74,"3,095,681,626,919",1.96
2016/12/26,"2,037.75",0.09,"366,636,257",17.93,"3,036,259,196,358",-5.13
2016/12/23,"2,035.90",0.01,"310,882,167",13.01,"3,200,601,162,840",-1.71
2016/12/22,"2,035.73",-0.11,"275,096,355",-3.33,"3,256,420,999,416",-3.78
2016/12/21,"2,037.96",-0.19,"284,570,194",-9.44,"3,384,379,626,481",6.61
2016/12/20,"2,041.94",0.17,"314,221,236",25.75,"3,174,668,585,378",6.65
2016/12/19,"2,038.39",-0.19,"249,870,290",-13.75,"2,976,699,355,008",-24.53
2016/12/16,"2,042.24",0.27,"289,708,329",-3.49,"3,944,176,594,796",19.85
2016/12/15,"2,036.65",-0.01,"300,190,154",-21.83,"3,290,968,961,174",-3.00
2016/12/14,"2,036.87",0.04,"384,033,170",0.17,"3,392,827,719,393",-19.61
2016/12/13,"2,035.98",0.43,"383,364,096",32.28,"4,220,712,033,868",14.33
2016/12/12,"2,027.24",0.13,"289,804,177",28.43,"3,691,816,658,919",-3.20
2016/12/09,"2,024.69",-0.31,"225,657,112",-5.75,"3,813,856,266,845",-23.05
2016/12/08,"2,031.07",1.97,"239,428,963",17.13,"4,956,345,636,248",35.44
2016/12/07,"1,991.89",0.10,"204,410,324",-4.77,"3,659,555,787,763",-3.56
2016/12/06,"1,989.86",1.35,"214,649,268",-9.50,"3,794,720,643,806",23.54
2016/12/05,"1,963.36",-0.37,"237,190,407",-2.46,"3,071,609,683,373",-17.60
2016/12/02,"1,970.61",-0.66,"243,181,425",11.61,"3,727,862,575,237",-8.21
2016/12/01,"1,983.75",0.01,"217,875,980",-6.53,"4,061,246,653,709",-26.94
2016/11/30,"1,983.48",0.26,"233,085,815",8.63,"5,558,990,040,335",25.95
2016/11/29,"1,978.39",0.01,"214,565,725",0.46,"4,413,543,952,409",43.06
2016/11/28,"1,978.13",0.19,"213,578,991",5.76,"3,085,101,889,132",5.85
2016/11/25,"1,974.46",0.16,"201,938,438",-14.23,"2,914,479,033,319",-17.85
2016/11/24,"1,971.26",-0.84,"235,443,508",-23.61,"3,547,734,245,993",-24.36
2016/11/23,"1,987.95",0.23,"308,200,114",33.21,"4,690,250,049,466",18.98
2016/11/22,"1,983.47",0.89,"231,368,221",3.51,"3,941,979,812,836",12.58
2016/11/21,"1,966.05",-0.43,"223,512,969",-27.18,"3,501,442,573,888",-26.16
