일자,종가,종가 등락률,거래량,거래량 등락률,거래대금,거래대금 등락률
2016/11/18,"1,974.58",-0.30,"306,956,555",12.78,"4,742,246,911,662",33.99
2016/11/17,"1,980.55",0.05,"272,172,464",-11.20,"3,539,361,536,443",-23.97
2016/11/16,"1,979.65",0.62,"306,499,957",-18.41,"4,655,273,918,274",-8.64
2016/11/15,"1,967.53",-0.35,"375,663,410",6.69,"5,095,586,489,659",-0.08
2016/11/14,"1,974.40",-0.51,"352,116,839",-8.98,"5,099,798,436,703",-24.10
2016/11/11,"1,984.43",-0.91,"386,856,326",-10.84,"6,718,928,137,921",-4.19
2016/11/10,"2,002.60",2.26,"433,884,828",-38.81,"7,012,811,348,271",-5.63
2016/11/09,"1,958.38",-2.25,"709,043,324",195.95,"7,431,309,809,072",129.44
2016/11/08,"2,003.38",0.29,"239,579,235",13.90,"3,238,824,114,374",3.43
2016/11/07,"1,997.58",0.79,"210,333,532",-7.66,"3,131,548,319,118",0.61
2016/11/04,"1,982.02",-0.09,"227,776,380",-16.48,"3,112,409,193,762",-17.68
2016/11/03,"1,983.80",0.25,"272,728,479",-18.23,"3,780,779,236,254",-14.15
2016/11/02,"1,978.94",-1.42,"333,529,567",3.65,"4,404,094,007,629",-1.31
2016/11/01,"2,007.39",-0.04,"321,774,656",-19.69,"4,462,621,756,795",2.22
2016/10/31,"2,008.19",-0.56,"400,664,891",48.10,"4,365,768,629,685",2.83
2016/10/28,"2,019.42",-0.23,"270,531,449",-9.43,"4,245,553,583,026",-13.38
2016/10/27,"2,024.12",0.51,"298,690,815",-23.88,"4,901,198,724,278",3.17
2016/10/26,"2,013.89",-1.14,"392,402,408",31.19,"4,750,668,678,009",-4.34
2016/10/25,"2,037.17",-0.52,"299,101,627",18.67,"4,966,044,656,193",38.41
2016/10/24,"2,047.74",0.73,"252,041,161",-3.19,"3,588,032,600,592",2.81
2016/10/21,"2,033.00",-0.37,"260,354,659",-5.67,"3,489,846,278,457",-11.76
2016/10/20,"2,040.60",-0.02,"276,001,083",-14.27,"3,954,964,278,326",-3.48
2016/10/19,"2,040.94",0.02,"321,940,533",5.23,"4,097,667,100,978",4.90
2016/10/18,"2,040.43",0.63,"305,931,454",-8.24,"3,906,403,897,120",4.15
2016/10/17,"2,027.61",0.24,"333,402,399",-27.35,"3,750,746,186,620",-10.47
2016/10/14,"2,022.66",0.36,"458,904,162",4.24,"4,189,365,561,074",-7.06
2016/10/13,"2,015.44",-0.90,"440,255,958",48.05,"4,507,630,449,134",-6.72
2016/10/12,"2,033.73",0.09,"297,373,137",-13.36,"4,832,127,236,066",-9.53
2016/10/11,"2,031.93",-1.21,"343,215,988",8.99,"5,340,941,471,093",14.45
2016/10/10,"2,056.82",0.15,"314,895,972",-25.46,"4,666,619,143,706",-13.64
2016/10/07,"2,053.80",-0.56,"422,446,765",25.09,"5,403,372,850,156",0.84
2016/10/06,"2,065.30",0.60,"337,709,490",15.52,"5,358,434,663,351",23.76
2016/10/05,"2,053.00",-0.09,"292,345,153",-8.31,"4,329,764,065,434",-13.74
2016/10/04,"2,054.86",0.55,"318,854,293",-2.31,"5,019,206,208,039",-12.55
2016/09/30,"2,043.63",-1.21,"326,386,670",-21.57,"5,739,237,973,641",26.31
2016/09/29,"2,068.72",0.76,"416,168,745",-23.84,"4,543,938,995,464",12.32
2016/09/28,"2,053.06",-0.47,"546,450,267",-17.71,"4,045,607,123,172",-14.16
2016/09/27,"2,062.82",0.77,"664,040,876",84.65,"4,712,693,412,396",27.67
2016/09/26,"2,047.11",-0.34,"359,615,723",-27.22,"3,691,390,234,782",-18.63
2016/09/23,"2,054.07",0.21,"494,112,627",10.39,"4,536,562,655,525",6.49
2016/09/22,"2,049.70",0.67,"447,589,318",-14.76,"4,259,943,037,222",3.07
2016/09/21,"2,035.99",0.51,"525,096,670",44.92,"4,132,886,816,962",-1.28
2016/09/20,"2,025.71",0.49,"362,345,199",-16.59,"4,186,376,609,890",-15.62
2016/09/19,"2,015.78",0.82,"434,438,089",-0.68,"4,961,594,731,263",-3.60
2016/09/13,"1,999.36",0.40,"437,424,783",3.44,"5,146,692,596,505",6.87
2016/09/12,"1,991.48",-2.28,"422,882,284",7.69,"4,815,792,027,203",10.11
2016/09/09,"2,037.87",-1.25,"392,682,811",-40.20,"4,373,805,765,313",-22.50
2016/09/08,"2,063.73",0.09,"656,653,295",-4.44,"5,643,674,679,101",11.68
2016/09/07,"2,061.88",-0.23,"687,157,464",48.56,"5,053,397,177,080",23.35
2016/09/06,"2,066.53",0.31,"462,549,650",-19.27,"4,096,682,366,599",-0.76
2016/09/05,"2,060.08",1.07,"572,966,888",67.23,"4,127,936,026,210",4.85
2016/09/02,"2,038.31",0.28,"342,631,217",14.02,"3,937,152,194,068",-9.98
2016/09/01,"2,032.72",-0.09,"300,506,201",-25.05,"4,373,706,285,911",-20.27
2016/08/31,"2,034.65",-0.25,"400,952,866",5.91,"5,485,909,182,279",43.69
2016/08/30,"2,039.74",0.36,"378,563,676",19.43,"3,817,975,140,261",-0.66
2016/08/29,"2,032.35",-0.25,"316,969,469",9.99,"3,843,485,706,601",-4.20
2016/08/26,"2,037.50",-0.27,"288,184,504",3.88,"4,011,867,429,189",-4.45
2016/08/25,"2,042.92",-0.04,"277,432,061",-2.72,"4,198,774,379,843",1.32
2016/08/24,"2,043.76",-0.30,"285,183,141",-20.87,"4,144,213,440,289",-7.30
2016/08/23,"2,049.93",0.38,"360,414,309",4.92,"4,470,552,649,701",9.00
2016/08/22,"2,042.16",-0.68,"343,502,610",-12.44,"4,101,258,441,801",-18.06
2016/08/19,"2,056.24",0.04,"392,318,827",11.11,"5,005,350,422,546",5.05
2016/08/18,"2,055.47",0.57,"353,080,513",-9.86,"4,764,864,417,776",8.12
2016/08/17,"2,043.75",-0.20,"391,714,664",4.49,"4,406,925,034,824",-2.15
2016/08/16,"2,047.76",-0.13,"374,872,934",-0.43,"4,503,851,152,910",-3.51
2016/08/12,"2,050.47",0.08,"376,489,324",8.79,"4,667,631,549,057",3.95
2016/08/11,"2,048.80",0.20,"346,081,981",4.53,"4,490,356,205,016",-3.19
2016/08/10,"2,044.64",0.04,"331,091,949",-24.19,"4,638,219,743,902",11.16
2016/08/09,"2,043.78",0.62,"436,716,865",61.46,"4,172,627,716,184",0.07
2016/08/08,"2,031.12",0.65,"270,484,643",-6.50,"4,169,817,146,363",0.04
2016/08/05,"2,017.94",0.90,"289,293,255",-11.40,"4,168,007,760,811",14.24
2016/08/04,"2,000.03",0.26,"326,514,048",-32.80,"3,648,387,644,828",-16.84
2016/08/03,"1,994.79",-1.20,"485,853,020",18.52,"4,387,076,567,210",1.69
2016/08/02,"2,019.03",-0.52,"409,940,345",10.92,"4,314,085,815,513",-10.53
2016/08/01,"2,029.61",0.67,"369,588,196",0.87,"4,822,082,371,267",-4.11
2016/07/29,"2,016.19",-0.24,"366,385,252",4.42,"5,028,662,210,135",15.79
2016/07/28,"2,021.10",-0.20,"350,881,461",-14.76,"4,343,065,144,400",-3.36
2016/07/27,"2,025.05",-0.11,"411,661,058",21.57,"4,493,918,022,445",10.35
2016/07/26,"2,027.34",0.75,"338,607,160",-3.32,"4,072,566,218,005",0.48
2016/07/25,"2,012.32",0.10,"350,230,724",9.12,"4,053,086,564,278",4.81
2016/07/22,"2,010.34",-0.09,"320,954,045",-17.92,"3,866,947,697,533",-1.39
2016/07/21,"2,012.22",-0.16,"391,049,117",23.62,"3,921,399,661,415",10.73
2016/07/20,"2,015.46",-0.07,"316,335,589",-16.93,"3,541,334,296,307",-5.97
2016/07/19,"2,016.89",-0.21,"380,797,883",0.19,"3,766,201,195,280",5.52
2016/07/18,"2,021.11",0.19,"380,091,529",-20.45,"3,569,171,374,172",-23.08
2016/07/15,"2,017.26",0.42,"477,808,132",40.44,"4,640,271,877,303",7.44
2016/07/14,"2,008.77",0.16,"340,227,271",-4.87,"4,318,864,088,671",-8.95
2016/07/13,"2,005.55",0.72,"357,643,072",-17.34,"4,743,547,543,296",5.76
2016/07/12,"1,991.23",0.14,"432,650,368",28.09,"4,485,332,767,600",2.29
2016/07/11,"1,988.54",1.30,"337,763,696",-5.26,"4,384,854,023,254",1.61
2016/07/08,"1,963.10",-0.56,"356,526,592",-5.87,"4,315,295,452,195",9.63
2016/07/07,"1,974.08",1.07,"378,755,142",-17.20,"3,936,372,445,940",-17.39
2016/07/06,"1,953.12",-1.85,"457,438,790",12.81,"4,764,743,807,356",20.58
2016/07/05,"1,989.85",-0.27,"405,487,044",-13.47,"3,951,492,434,584",-4.81
2016/07/04,"1,995.30",0.40,"468,611,377",4.57,"4,150,962,808,551",-4.03
2016/07/01,"1,987.32",0.86,"448,128,426",28.09,"4,325,444,164,154",-18.79
2016/06/30,"1,970.35",0.72,"349,862,539",-22.46,"5,326,567,212,348",9.48
2016/06/29,"1,956.36",1.04,"451,186,065",20.81,"4,865,379,934,699",9.27
2016/06/28,"1,936.22",0.49,"373,459,498",-5.28,"4,452,632,371,103",-13.97
2016/06/27,"1,926.85",0.08,"394,266,221",-47.47,"5,175,625,706,035",-40.68
2016/06/24,"1,925.24",-3.09,"750,546,035",64.81,"8,724,510,462,271",106.70
2016/06/23,"1,986.71",-0.29,"455,389,704",11.77,"4,220,797,540,743",2.04
2016/06/22,"1,992.58",0.50,"407,434,879",-26.91,"4,136,231,784,197",-8.38
2016/06/21,"1,982.70",0.08,"557,437,223",42.44,"4,514,571,223,638",11.61
2016/06/20,"1,981.12",1.42,"391,345,388",-19.35,"4,045,044,257,527",-9.89
2016/06/17,"1,953.40",0.07,"485,269,121",10.59,"4,488,888,055,101",0.82
2016/06/16,"1,951.99",-0.86,"438,794,483",16.46,"4,452,385,690,780",-5.16
2016/06/15,"1,968.83",-0.16,"376,769,046",-14.36,"4,694,853,745,540",-6.29
2016/06/14,"1,972.03",-0.36,"439,936,556",-0.69,"5,009,885,082,598",7.05
2016/06/13,"1,979.06",-1.91,"443,001,846",9.57,"4,679,938,063,559",-2.03
2016/06/10,"2,017.63",-0.32,"404,303,014",-32.58,"4,777,125,445,819",-39.95
2016/06/09,"2,024.17",-0.14,"599,680,949",20.43,"7,955,010,799,684",36.08
2016/06/08,"2,027.08",0.77,"497,934,899",3.45,"5,845,815,406,532",5.49
2016/06/07,"2,011.63",1.30,"481,348,413",-11.00,"5,541,394,777,207",0.80
2016/06/03,"1,985.84",0.04,"540,858,684",14.05,"5,497,341,357,317",1.79
2016/06/02,"1,985.11",0.12,"474,228,118",-5.59,"5,400,504,687,342",0.31
2016/06/01,"1,982.72",-0.03,"502,290,353",-23.55,"5,383,974,511,224",-37.49
2016/05/31,"1,983.40",0.83,"657,045,149",19.35,"8,612,420,660,594",84.64
2016/05/30,"1,967.13",-0.10,"550,502,964",5.15,"4,664,445,073,988",-5.02
2016/05/27,"1,969.17",0.62,"523,531,306",-6.22,"4,911,231,808,142",-3.77
2016/05/26,"1,957.06",-0.18,"558,263,788",-15.01,"5,103,802,593,884",-6.46
2016/05/25,"1,960.51",1.18,"656,874,388",27.04,"5,456,224,466,344",9.00
2016/05/24,"1,937.68",-0.90,"517,076,048",29.43,"5,005,498,884,571",23.21
2016/05/23,"1,955.25",0.39,"399,513,569",2.95,"4,062,458,893,161",-8.82
2016/05/20,"1,947.67",0.05,"388,051,509",-23.30,"4,455,609,096,833",-16.05
2016/05/19,"1,946.78",-0.51,"505,920,463",-27.34,"5,307,636,163,925",-20.76
2016/05/18,"1,956.73",-0.58,"696,273,023",16.51,"6,697,755,329,393",21.29
2016/05/17,"1,968.06",0.01,"597,582,740",13.45,"5,521,943,998,291",13.33
2016/05/16,"1,967.91",0.05,"526,717,562",3.46,"4,872,477,750,640",7.20
2016/05/13,"1,966.99",-0.53,"509,123,382",9.99,"4,545,160,416,777",9.68
2016/05/12,"1,977.49",-0.13,"462,882,302",16.15,"4,144,195,715,973",-6.91
2016/05/11,"1,980.10",-0.12,"398,532,080",7.98,"4,451,794,657,743",-8.35
2016/05/10,"1,982.50",0.75,"369,085,333",7.86,"4,857,462,732,357",-8.40
2016/05/09,"1,967.81",-0.45,"342,189,305",-2.98,"5,303,038,110,246",4.88
2016/05/04,"1,976.71",-0.49,"352,695,753",13.59,"5,056,070,457,734",32.58
2016/05/03,"1,986.41",0.42,"310,492,461",-5.39,"3,813,503,132,328",-1.69
2016/05/02,"1,978.15",-0.80,"328,194,622",-18.17,"3,879,203,851,954",-27.28
2016/04/29,"1,994.15",-0.34,"401,063,099",17.56,"5,334,757,783,008",-2.31
2016/04/28,"2,000.93",-0.72,"341,142,741",-17.36,"5,460,706,639,665",1.16
2016/04/27,"2,015.40",-0.21,"412,802,942",-18.94,"5,398,188,945,130",2.22
2016/04/26,"2,019.63",0.25,"509,281,529",28.06,"5,281,100,935,205",19.38
2016/04/25,"2,014.55",-0.05,"397,674,805",-17.23,"4,423,939,876,083",4.94
2016/04/22,"2,015.49",-0.33,"480,470,623",22.54,"4,215,697,452,686",-11.86
2016/04/21,"2,022.10",0.81,"392,096,133",-7.52,"4,783,030,271,309",2.79
2016/04/20,"2,005.83",-0.27,"423,964,187",5.66,"4,653,338,544,592",4.20
2016/04/19,"2,011.36",0.11,"401,236,483",18.27,"4,465,586,077,190",3.73
2016/04/18,"2,009.10",-0.28,"339,248,261",6.78,"4,304,947,269,928",-4.82
2016/04/15,"2,014.71",-0.06,"317,709,671",-32.90,"4,523,020,125,867",-29.40
2016/04/14,"2,015.93",1.75,"473,519,531",22.26,"6,406,407,579,800",62.43
2016/04/12,"1,981.32",0.56,"387,318,715",2.05,"3,944,190,157,129",2.09
2016/04/11,"1,970.37",-0.09,"379,537,341",-5.26,"3,863,260,531,390",-11.98
2016/04/08,"1,972.05",-0.09,"400,616,266",-7.71,"4,388,854,028,109",-5.24
2016/04/07,"1,973.89",0.13,"434,061,858",21.24,"4,631,482,323,466",1.36
2016/04/06,"1,971.32",0.44,"358,031,971",-2.75,"4,569,306,591,677",13.48
2016/04/05,"1,962.74",-0.82,"368,164,819",1.33,"4,026,409,908,084",-5.55
2016/04/04,"1,978.97",0.27,"363,317,226",-7.38,"4,262,832,525,606",-17.33
2016/04/01,"1,973.57",-1.12,"392,258,170",17.07,"5,156,264,827,479",-0.90
2016/03/31,"1,995.85",-0.31,"335,073,993",-9.02,"5,203,138,611,917",12.63
2016/03/30,"2,002.14",0.36,"368,305,172",-4.45,"4,619,553,987,153",14.22
2016/03/29,"1,994.91",0.62,"385,453,520",-6.09,"4,044,429,879,039",18.72
2016/03/28,"1,982.54",-0.06,"410,468,325",-11.43,"3,406,776,599,651",-10.50
2016/03/25,"1,983.81",-0.11,"463,422,004",35.83,"3,806,595,556,221",-0.42
2016/03/24,"1,985.97",-0.46,"341,173,016",-7.18,"3,822,814,311,028",-4.90
2016/03/23,"1,995.12",-0.08,"367,551,361",-4.22,"4,019,678,270,669",-10.53
2016/03/22,"1,996.81",0.35,"383,752,375",18.71,"4,492,776,419,597",11.11
2016/03/21,"1,989.76",-0.12,"323,260,286",-16.22,"4,043,689,835,810",-15.33
2016/03/18,"1,992.12",0.21,"385,847,500",32.33,"4,776,064,316,873",-6.25
2016/03/17,"1,987.99",0.66,"291,577,599",-0.98,"5,094,460,796,795",23.53
2016/03/16,"1,974.90",0.25,"294,460,752",11.29,"4,124,127,207,411",8.15
2016/03/15,"1,969.97",-0.12,"264,582,971",-25.90,"3,813,225,230,042",-9.61
2016/03/14,"1,972.27",0.04,"357,078,270",17.69,"4,218,503,169,441",0.27
2016/03/11,"1,971.41",0.11,"303,418,591",-13.88,"4,207,111,050,708",-18.51
2016/03/10,"1,969.33",0.84,"352,325,469",-0.86,"5,162,483,354,552",20.59
2016/03/09,"1,952.95",0.35,"355,392,204",-0.92,"4,280,888,933,323",-12.51
2016/03/08,"1,946.12",-0.60,"358,684,963",4.08,"4,893,203,334,525",4.39
2016/03/07,"1,957.87",0.11,"344,612,762",8.91,"4,687,644,257,136",1.78
2016/03/04,"1,955.63",-0.13,"316,418,039",-24.84,"4,605,781,173,898",-7.54
2016/03/03,"1,958.17",0.55,"420,984,393",30.19,"4,981,597,118,371",-3.79
2016/03/02,"1,947.42",1.60,"323,352,320",17.56,"5,178,066,903,913",12.19
2016/02/29,"1,916.66",-0.18,"275,051,533",-1.84,"4,615,416,715,916",-0.63
2016/02/26,"1,920.16",0.08,"280,216,845",-8.36,"4,644,805,620,298",11.12
2016/02/25,"1,918.57",0.32,"305,789,943",8.59,"4,179,857,320,436",17.53
2016/02/24,"1,912.53",-0.09,"281,600,576",-13.83,"3,556,541,803,150",-10.69
2016/02/23,"1,914.22",-0.11,"326,810,628",22.01,"3,982,343,862,075",14.23
2016/02/22,"1,916.36",0.01,"267,858,923",-14.20,"3,486,295,374,765",-10.17
2016/02/19,"1,916.24",0.39,"312,197,914",-6.13,"3,880,809,514,070",-18.91
2016/02/18,"1,908.84",1.32,"332,576,155",-3.50,"4,785,964,701,036",-7.76
2016/02/17,"1,883.94",-0.23,"344,628,508",-11.25,"5,188,345,549,018",21.57
2016/02/16,"1,888.30",1.40,"388,318,400",36.45,"4,267,907,515,685",-5.17
2016/02/15,"1,862.20",1.47,"284,595,241",-39.51,"4,500,530,263,693",-29.00
2016/02/12,"1,835.28",-1.41,"470,499,779",21.76,"6,338,971,133,638",32.89
2016/02/11,"1,861.54",-2.93,"386,428,227",26.38,"4,770,142,277,441",-0.45
2016/02/05,"1,917.79",0.08,"305,766,656",-16.41,"4,791,924,023,715",-8.79
2016/02/04,"1,916.26",1.35,"365,805,340",-10.47,"5,253,765,582,379",9.10
2016/02/03,"1,890.67",-0.84,"408,594,722",-0.89,"4,815,439,476,275",3.79
2016/02/02,"1,906.60",-0.95,"412,273,173",-6.37,"4,639,398,928,084",-10.10
2016/02/01,"1,924.82",0.67,"440,317,315",13.91,"5,160,758,129,650",-20.40
2016/01/29,"1,912.06",0.27,"386,555,496",9.10,"6,483,654,110,790",3.86
2016/01/28,"1,906.94",0.48,"354,305,767",1.55,"6,242,581,212,949",23.24
2016/01/27,"1,897.87",1.40,"348,905,009",16.76,"5,065,420,879,244",13.30
2016/01/26,"1,871.69",-1.15,"298,824,655",-5.23,"4,470,665,969,957",10.39
2016/01/25,"1,893.43",0.74,"315,303,630",-22.81,"4,049,947,776,030",-7.94
2016/01/22,"1,879.43",2.11,"408,460,020",-5.83,"4,399,145,940,090",-8.22
2016/01/21,"1,840.53",-0.27,"433,741,872",6.49,"4,792,984,268,207",-10.24
2016/01/20,"1,845.45",-2.34,"407,298,719",21.47,"5,339,553,350,444",17.70
2016/01/19,"1,889.64",0.60,"335,321,475",21.08,"4,536,458,921,789",10.12
2016/01/18,"1,878.45",-0.02,"276,937,471",-11.34,"4,119,703,541,387",-10.03
2016/01/15,"1,878.87",-1.11,"312,359,728",0.44,"4,578,794,363,927",4.37
2016/01/14,"1,900.01",-0.85,"310,978,896",17.25,"4,387,096,198,195",11.26
2016/01/13,"1,916.28",1.34,"265,221,422",-10.14,"3,943,112,134,592",0.65
2016/01/12,"1,890.86",-0.21,"295,135,807",-10.23,"3,917,468,573,787",-13.13
2016/01/11,"1,894.84",-1.19,"328,768,349",-23.58,"4,509,489,882,320",-13.37
2016/01/08,"1,917.62",0.70,"430,204,496",9.46,"5,205,453,870,899",4.05
2016/01/07,"1,904.33",-1.10,"393,042,046",-33.90,"5,003,024,735,272",-20.27
2016/01/06,"1,925.43",-0.26,"594,612,859",33.16,"6,274,716,917,514",49.48
2016/01/05,"1,930.53",0.61,"446,548,849",24.38,"4,197,593,667,227",5.83
2016/01/04,"1,918.76",-2.17,"359,018,283",0.00,"3,966,273,691,160",0.00
