44530,455.56,462.03,463.99,455.34,148.56M,-0.0195
44529,464.6,464.09,466.54,461.76,86.27M,0.0123
44526,458.97,462.34,463.9,457.77,112.65M,-0.0223
44524,469.44,466.06,469.57,465.19,61.86M,0.0027
44523,468.19,467.17,469.06,464.47,73.21M,0.0013
44522,467.57,470.89,473.52,467.4,72.76M,-0.0028
44519,468.89,469.61,470.94,468.5,57.32M,-0.0018
44518,469.73,469.24,470.01,466.34,50.63M,0.0034
44517,468.14,469,469.19,467.48,46.54M,-0.0024
44516,469.28,467.24,470.48,467.11,48.86M,0.004
44515,467.43,468.66,468.71,466.25,46.98M,0.0003
44512,467.27,465.12,467.86,464.11,53.47M,0.0075
44511,463.77,465.21,465.29,463.75,34.34M,0.0003
44510,463.62,465.55,467.38,462.06,69.43M,-0.008
44509,467.38,469.47,469.55,465.88,51.15M,-0.0033
44508,468.93,469.77,470.2,468.22,50.41M,0.0009
44505,468.53,469.28,470.65,466.92,66.39M,0.0035
44504,466.91,465.4,466.99,465.02,52.85M,0.0047
44503,464.72,461.3,465.06,460.83,52.51M,0.0061
44502,461.9,460.29,462.22,460.12,48.91M,0.004
44501,460.04,460.32,460.68,458.21,48.43M,0.0017
44498,459.25,455.87,459.56,455.56,70.16M,0.002
44497,458.32,455.68,458.38,455.62,51.44M,0.0096
44496,453.94,456.53,457.11,453.9,72.44M,-0.0044
44495,455.96,457.26,458.48,455.59,56.08M,0.0009
44494,455.55,454.25,455.89,452.4,45.21M,0.0054
44491,453.12,453.13,454.67,451.05,58.85M,-0.001
44490,453.59,451.7,453.81,451.32,41.31M,0.0026
44489,452.41,451.03,452.71,451.03,49.57M,0.0039
44488,450.64,448.99,450.67,448.3,47.00M,0.0077
44487,447.19,444.06,447.54,443.31,62.21M,0.003
44484,445.87,444.75,446.26,444.09,66.26M,0.0076
44483,442.5,439.22,442.64,438.6,70.24M,0.0168
44482,435.18,434.71,436.05,431.54,72.97M,0.0036
44481,433.62,435.68,436.09,432.8,71.18M,-0.0025
44480,434.69,437.16,440.24,434.66,65.23M,-0.0072
44477,437.86,439.48,439.89,437.19,74.56M,-0.0018
44476,438.66,438.37,441.66,438.22,72.44M,0.0086
44475,434.9,429.18,435.1,427.55,113.03M,0.0042
44474,433.1,430.24,435.49,429.39,90.68M,0.0104
44473,428.64,432.96,433.92,426.39,128.57M,-0.0129
44470,434.24,430.98,436.03,427.23,129.24M,0.0119
44469,429.14,435.92,436.74,429.08,140.51M,-0.0122
44468,434.45,435.09,437.02,433.87,82.33M,0.0017
44467,433.72,439.37,440.02,433.02,130.44M,-0.0202
44466,442.64,442.81,444.03,441.97,61.37M,-0.0029
44463,443.91,441.44,444.67,441.21,62.10M,0.0016
44462,443.18,439.82,444.87,439.62,76.40M,0.0122
44461,437.86,436.14,440.02,435.08,102.35M,0.0098
44460,433.63,436.67,437.87,433.08,92.53M,-0.0009
44459,434.04,434.65,436.51,428.87,166.45M,-0.0167
44456,441.4,444.92,445.37,441.02,118.43M,-0.0129
44455,447.17,447.4,448.35,444.03,77.79M,-0.0016
44454,447.88,444.73,448.4,443.45,78.79M,0.0084
44453,444.17,448.24,448.29,443.23,78.20M,-0.0054
44452,446.58,448.69,448.88,444.15,83.74M,0.0026
44449,445.44,451.04,451.49,445.31,89.95M,-0.0079
44448,448.98,450.65,452.52,448.73,57.97M,-0.0043
44447,450.91,450.89,451.65,448.86,56.18M,-0.0012
44446,451.46,452.77,452.77,450.77,51.67M,-0.0036
44442,453.08,451.98,453.63,451.55,47.23M,-0.0002
44441,453.19,453.36,454.01,451.92,42.83M,0.0031
44440,451.8,452.55,453.1,451.55,48.72M,0.0005
44439,451.56,452.12,452.49,450.95,59.30M,-0.0015
44438,452.23,451.03,453.07,450.73,48.36M,0.0044
44435,450.25,447.12,450.65,447.06,77.24M,0.0089
44434,446.26,448.62,448.84,446.16,57.83M,-0.0059
44433,448.91,448.21,449.44,447.8,40.53M,0.0021
44432,447.97,447.97,448.54,447.42,36.54M,0.0016
44431,447.26,445.16,448.22,445.16,54.97M,0.0088
44428,443.36,440.23,443.71,439.71,72.01M,0.008
44427,439.86,436.19,441.12,436.17,92.81M,0.0015
44426,439.18,442.86,444.61,438.96,89.35M,-0.0109
44425,444.04,444.18,444.96,440.89,92.67M,-0.0066
44424,446.97,444.68,447.08,442.92,73.93M,0.0024
44421,445.92,445.59,445.94,445.07,39.47M,0.0018
44420,445.11,443.54,445.25,442.67,38.94M,0.003
44419,443.78,443.76,443.88,442.63,44.03M,0.0025
44418,442.68,442.64,443.43,441.91,43.34M,0.0012
44417,442.13,442.49,442.79,441.37,41.22M,-0.0008
44416,442.49,442.49,442.49,442.49,-,0
44415,442.49,442.49,442.49,442.49,-,0
44414,442.49,442.19,442.91,441.81,46.93M,0.0017
44413,441.76,440.26,441.79,439.91,38.97M,0.0063
44412,438.98,439.78,440.39,438.74,46.73M,-0.0049
44411,441.15,438.53,441.17,436.12,58.05M,0.0081
44410,437.59,440.3,440.85,437.31,58.78M,-0.0021
44407,438.51,437.97,440.05,437.79,68.95M,-0.0049
44406,440.65,439.9,441.79,439.9,47.44M,0.0041
44405,438.83,439.65,440.27,437.42,52.47M,-0.0004
44404,439.01,439.92,439.92,435.99,67.40M,-0.0046
44403,441.02,439.32,441.02,439.26,43.72M,0.0025
