"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 04월 26일","6,025.2","6,028.1","6,040.9","6,021.7","454.58M","-0.00%"
"2017년 04월 25일","6,025.5","6,004.2","6,036.0","6,002.6","441.93M","0.70%"
"2017년 04월 24일","5,983.8","5,980.0","5,989.9","5,970.3","446.56M","1.24%"
"2017년 04월 21일","5,910.5","5,919.0","5,919.2","5,899.4","454.58M","-0.11%"
"2017년 04월 20일","5,916.8","5,887.9","5,926.2","5,880.2","417.89M","0.92%"
"2017년 04월 19일","5,863.0","5,874.4","5,894.7","5,856.3","415.53M","0.23%"
"2017년 04월 18일","5,849.5","5,838.6","5,860.0","5,828.6","391.18M","-0.12%"
"2017년 04월 17일","5,856.8","5,821.5","5,856.8","5,818.2","346.62M","0.89%"
"2017년 04월 13일","5,805.1","5,828.4","5,856.5","5,805.1","384.04M","-0.53%"
"2017년 04월 12일","5,836.2","5,863.6","5,868.1","5,830.4","408.74M","-0.52%"
"2017년 04월 11일","5,866.8","5,871.2","5,878.9","5,819.3","449.36M","-0.24%"
"2017년 04월 10일","5,880.9","5,883.4","5,907.9","5,865.6","389.31M","0.05%"
"2017년 04월 07일","5,877.8","5,873.9","5,892.1","5,855.5","414.27M","-0.02%"
"2017년 04월 06일","5,879.0","5,870.5","5,889.6","5,856.2","448.41M","0.25%"
"2017년 04월 05일","5,864.5","5,911.9","5,936.4","5,856.3","555.35M","-0.58%"
"2017년 04월 04일","5,898.6","5,878.8","5,901.4","5,878.8","445.39M","0.07%"
"2017년 04월 03일","5,894.7","5,917.3","5,928.9","5,867.7","453.50M","-0.29%"
"2017년 03월 31일","5,911.7","5,905.6","5,927.8","5,901.8","529.14M","-0.04%"
"2017년 03월 30일","5,914.3","5,896.1","5,916.8","5,894.0","396.49M","0.28%"
"2017년 03월 29일","5,897.5","5,875.4","5,900.9","5,870.9","397.14M","0.38%"
"2017년 03월 28일","5,875.1","5,836.5","5,888.7","5,828.9","437.23M","0.60%"
"2017년 03월 27일","5,840.4","5,776.3","5,849.2","5,769.4","410.07M","0.20%"
"2017년 03월 24일","5,828.7","5,839.3","5,859.0","5,807.8","456.99M","0.19%"
"2017년 03월 23일","5,817.7","5,812.3","5,842.8","5,807.0","414.69M","-0.07%"
"2017년 03월 22일","5,821.6","5,790.6","5,825.7","5,781.8","442.89M","0.48%"
"2017년 03월 21일","5,793.8","5,923.4","5,928.1","5,790.7","528.08M","-1.83%"
"2017년 03월 20일","5,901.5","5,898.8","5,915.1","5,888.1","407.11M","0.01%"
"2017년 03월 17일","5,901.0","5,898.6","5,912.6","5,890.4","1.35B","0.00%"
"2017년 03월 16일","5,900.8","5,907.9","5,911.5","5,887.2","412.39M","0.01%"
"2017년 03월 15일","5,900.0","5,870.0","5,911.2","5,858.2","468.32M","0.74%"
"2017년 03월 14일","5,856.8","5,860.1","5,860.5","5,831.9","390.46M","-0.32%"
"2017년 03월 13일","5,875.8","5,863.5","5,877.4","5,860.8","405.74M","0.24%"
"2017년 03월 10일","5,861.7","5,867.2","5,872.6","5,835.4","476.86M","0.39%"
"2017년 03월 09일","5,838.8","5,834.7","5,852.5","5,812.1","423.01M","0.02%"
"2017년 03월 08일","5,837.5","5,838.4","5,860.6","5,832.6","422.94M","0.06%"
"2017년 03월 07일","5,833.9","5,836.1","5,859.8","5,826.3","418.89M","-0.26%"
"2017년 03월 06일","5,849.2","5,846.4","5,857.7","5,827.5","412.85M","-0.37%"
"2017년 03월 03일","5,870.8","5,854.3","5,870.8","5,841.5","424.84M","0.16%"
"2017년 03월 02일","5,861.2","5,897.0","5,897.0","5,856.3","454.31M","-0.73%"
"2017년 03월 01일","5,904.0","5,874.9","5,911.8","5,865.8","522.79M","1.35%"
"2017년 02월 28일","5,825.4","5,852.8","5,855.1","5,817.2","620.83M","-0.62%"
"2017년 02월 27일","5,861.9","5,835.0","5,861.9","5,827.0","447.06M","0.28%"
"2017년 02월 24일","5,845.3","5,802.3","5,845.3","5,800.5","419.25M","0.17%"
"2017년 02월 23일","5,835.5","5,866.8","5,867.0","5,809.5","444.62M","-0.43%"
"2017년 02월 22일","5,860.6","5,857.6","5,864.4","5,848.3","422.84M","-0.09%"
"2017년 02월 21일","5,866.0","5,850.2","5,867.9","5,847.5","453.57M","0.47%"
"2017년 02월 17일","5,838.6","5,807.3","5,838.6","5,800.8","500.75M","0.41%"
"2017년 02월 16일","5,814.9","5,823.0","5,835.1","5,796.7","441.52M","-0.08%"
"2017년 02월 15일","5,819.4","5,777.9","5,822.0","5,776.7","450.50M","0.64%"
"2017년 02월 14일","5,782.6","5,756.5","5,783.1","5,748.7","431.56M","0.32%"
"2017년 02월 13일","5,764.0","5,753.2","5,771.0","5,751.9","404.16M","0.52%"
"2017년 02월 10일","5,734.1","5,726.2","5,743.4","5,717.4","421.00M","0.33%"
"2017년 02월 09일","5,715.2","5,688.0","5,722.7","5,685.1","439.63M","0.58%"
"2017년 02월 08일","5,682.5","5,663.0","5,687.0","5,649.4","444.98M","0.15%"
"2017년 02월 07일","5,674.2","5,674.9","5,689.6","5,664.8","440.96M","0.19%"
"2017년 02월 06일","5,663.5","5,657.0","5,668.2","5,650.3","397.57M","-0.06%"
"2017년 02월 03일","5,666.8","5,650.7","5,666.8","5,647.6","411.17M","0.54%"
"2017년 02월 02일","5,636.2","5,627.1","5,656.0","5,616.4","471.57M","-0.11%"
"2017년 02월 01일","5,642.6","5,654.5","5,662.1","5,621.0","499.98M","0.50%"
"2017년 01월 31일","5,614.8","5,592.9","5,615.1","5,576.1","506.36M","0.02%"
"2017년 01월 30일","5,613.7","5,635.9","5,636.1","5,578.8","417.27M","-0.83%"
"2017년 01월 27일","5,660.8","5,664.9","5,667.5","5,643.9","386.97M","0.10%"
"2017년 01월 26일","5,655.2","5,666.3","5,669.6","5,647.6","426.44M","-0.02%"
"2017년 01월 25일","5,656.3","5,635.9","5,658.6","5,634.3","435.79M","0.99%"
"2017년 01월 24일","5,601.0","5,568.3","5,606.5","5,558.5","409.12M","0.86%"
"2017년 01월 23일","5,552.9","5,546.6","5,564.1","5,522.7","389.91M","-0.04%"
"2017년 01월 20일","5,555.3","5,556.9","5,574.4","5,542.2","444.46M","0.28%"
"2017년 01월 19일","5,540.1","5,560.6","5,571.5","5,528.4","398.66M","-0.28%"
"2017년 01월 18일","5,555.6","5,546.9","5,556.0","5,534.8","380.31M","0.31%"
"2017년 01월 17일","5,538.7","5,555.2","5,557.0","5,527.2","415.58M","-0.63%"
"2017년 01월 13일","5,574.1","5,557.6","5,584.3","5,557.2","357.66M","0.48%"
"2017년 01월 12일","5,547.5","5,542.6","5,550.7","5,496.8","394.73M","-0.29%"
"2017년 01월 11일","5,563.6","5,550.7","5,564.1","5,524.0","435.71M","0.21%"
"2017년 01월 10일","5,551.8","5,536.5","5,564.3","5,528.1","431.57M","0.36%"
"2017년 01월 09일","5,531.8","5,527.6","5,541.1","5,517.1","433.10M","0.19%"
"2017년 01월 06일","5,521.1","5,499.1","5,536.5","5,482.8","382.85M","0.60%"
"2017년 01월 05일","5,487.9","5,474.4","5,495.9","5,464.4","423.64M","0.20%"
"2017년 01월 04일","5,477.0","5,440.9","5,482.4","5,440.2","455.34M","0.88%"
"2017년 01월 03일","5,429.1","5,425.6","5,452.6","5,398.0","450.68M","0.85%"
"2016년 12월 30일","5,383.1","5,440.2","5,441.9","5,371.9","395.59M","-0.90%"
"2016년 12월 29일","5,432.1","5,437.5","5,450.6","5,415.2","289.60M","-0.12%"
"2016년 12월 28일","5,438.6","5,497.4","5,498.9","5,434.7","294.74M","-0.89%"
"2016년 12월 27일","5,487.4","5,470.8","5,512.4","5,469.6","269.42M","0.45%"
"2016년 12월 23일","5,462.7","5,441.8","5,462.7","5,441.8","264.11M","0.28%"
"2016년 12월 22일","5,447.4","5,472.0","5,472.0","5,432.8","362.87M","-0.44%"
"2016년 12월 21일","5,471.4","5,482.6","5,486.3","5,465.3","336.01M","-0.23%"
"2016년 12월 20일","5,483.9","5,473.5","5,489.5","5,471.7","395.33M","0.49%"
"2016년 12월 19일","5,457.4","5,441.2","5,483.4","5,436.5","402.71M","0.37%"
"2016년 12월 16일","5,437.2","5,467.8","5,474.6","5,426.0","1.19B","-0.36%"
"2016년 12월 15일","5,456.9","5,443.5","5,485.1","5,439.4","486.60M","0.37%"
"2016년 12월 14일","5,436.7","5,465.7","5,476.3","5,425.7","462.23M","-0.50%"
"2016년 12월 13일","5,463.8","5,433.6","5,486.8","5,430.7","470.73M","0.95%"
"2016년 12월 12일","5,412.5","5,428.2","5,434.9","5,394.4","450.45M","-0.59%"
"2016년 12월 09일","5,444.5","5,436.1","5,450.2","5,427.1","436.08M","0.50%"
"2016년 12월 08일","5,417.4","5,394.1","5,425.5","5,389.1","494.46M","0.44%"
"2016년 12월 07일","5,393.8","5,322.7","5,397.9","5,307.3","484.56M","1.14%"
"2016년 12월 06일","5,333.0","5,317.7","5,334.0","5,299.9","438.30M","0.45%"
"2016년 12월 05일","5,308.9","5,283.6","5,321.1","5,269.6","435.66M","1.01%"
"2016년 12월 02일","5,255.6","5,249.0","5,274.5","5,239.3","431.83M","0.09%"
"2016년 12월 01일","5,251.1","5,323.9","5,326.3","5,238.2","526.21M","-1.36%"
"2016년 11월 30일","5,323.7","5,391.4","5,393.1","5,323.7","580.79M","-1.05%"
"2016년 11월 29일","5,379.9","5,371.0","5,403.9","5,360.6","440.16M","0.21%"
"2016년 11월 28일","5,368.8","5,387.9","5,396.3","5,364.9","390.77M","-0.56%"
"2016년 11월 25일","5,398.9","5,388.5","5,398.9","5,379.3","197.46M","0.34%"
"2016년 11월 23일","5,380.7","5,366.5","5,380.7","5,350.7","385.75M","-0.11%"
"2016년 11월 22일","5,386.4","5,384.8","5,392.3","5,365.6","433.19M","0.33%"
"2016년 11월 21일","5,368.9","5,336.8","5,369.8","5,334.2","411.24M","0.89%"
"2016년 11월 18일","5,321.5","5,341.0","5,346.8","5,315.5","480.19M","-0.23%"
"2016년 11월 17일","5,334.0","5,295.1","5,334.0","5,288.2","463.15M","0.74%"
"2016년 11월 16일","5,294.6","5,253.7","5,299.6","5,251.9","462.54M","0.36%"
"2016년 11월 15일","5,275.6","5,241.4","5,287.1","5,236.3","493.91M","1.10%"
"2016년 11월 14일","5,218.4","5,246.3","5,247.2","5,192.0","537.26M","-0.36%"
"2016년 11월 11일","5,237.1","5,191.8","5,241.1","5,179.6","561.97M","0.54%"
"2016년 11월 10일","5,208.8","5,283.5","5,302.7","5,145.3","695.55M","-0.80%"
"2016년 11월 09일","5,251.1","5,143.9","5,259.0","5,143.9","673.59M","1.11%"
"2016년 11월 08일","5,193.5","5,155.0","5,214.2","5,145.3","395.69M","0.53%"
"2016년 11월 07일","5,166.2","5,129.0","5,169.4","5,122.8","456.10M","2.37%"
"2016년 11월 04일","5,046.4","5,034.4","5,087.5","5,034.4","478.36M","-0.24%"
"2016년 11월 03일","5,058.4","5,104.7","5,115.1","5,053.5","471.92M","-0.92%"
"2016년 11월 02일","5,105.6","5,147.3","5,156.7","5,097.6","469.03M","-0.93%"
"2016년 11월 01일","5,153.6","5,199.8","5,201.1","5,112.3","430.72M","-0.69%"
"2016년 10월 31일","5,189.1","5,205.1","5,206.7","5,186.6","434.89M","-0.02%"
"2016년 10월 28일","5,190.1","5,203.7","5,232.4","5,178.8","426.51M","-0.50%"
"2016년 10월 27일","5,216.0","5,272.2","5,274.1","5,211.8","434.94M","-0.65%"
"2016년 10월 26일","5,250.3","5,256.4","5,280.9","5,237.0","374.48M","-0.63%"
"2016년 10월 25일","5,283.4","5,306.5","5,310.3","5,278.6","348.72M","-0.50%"
"2016년 10월 24일","5,309.8","5,290.3","5,311.5","5,289.2","349.69M","1.00%"
"2016년 10월 21일","5,257.4","5,238.6","5,259.1","5,225.8","396.38M","0.30%"
"2016년 10월 20일","5,241.8","5,238.2","5,252.1","5,216.0","383.97M","-0.09%"
"2016년 10월 19일","5,246.4","5,240.3","5,253.8","5,234.3","344.43M","0.05%"
"2016년 10월 18일","5,243.8","5,255.3","5,264.3","5,239.4","325.86M","0.85%"
"2016년 10월 17일","5,199.8","5,213.7","5,220.0","5,196.0","326.32M","-0.28%"
"2016년 10월 14일","5,214.2","5,241.3","5,258.9","5,213.4","361.33M","0.02%"
"2016년 10월 13일","5,213.3","5,200.3","5,228.3","5,169.8","385.74M","-0.49%"
"2016년 10월 12일","5,239.0","5,247.9","5,257.2","5,228.8","340.52M","-0.15%"
"2016년 10월 11일","5,246.8","5,321.8","5,321.8","5,227.4","416.77M","-1.54%"
"2016년 10월 10일","5,328.7","5,318.5","5,340.5","5,317.7","321.13M","0.69%"
"2016년 10월 07일","5,292.4","5,314.9","5,315.6","5,266.8","407.15M","-0.27%"
"2016년 10월 06일","5,306.9","5,306.6","5,315.7","5,281.5","402.08M","-0.17%"
"2016년 10월 05일","5,316.0","5,305.3","5,330.8","5,304.1","422.05M","0.50%"
"2016년 10월 04일","5,289.7","5,313.5","5,323.6","5,271.7","392.87M","-0.21%"
"2016년 10월 03일","5,300.9","5,300.3","5,308.6","5,282.0","370.99M","-0.21%"
"2016년 09월 30일","5,312.0","5,288.9","5,325.9","5,277.9","555.18M","0.81%"
"2016년 09월 29일","5,269.1","5,311.3","5,317.0","5,254.5","437.78M","-0.93%"
"2016년 09월 28일","5,318.5","5,312.7","5,320.6","5,284.8","398.16M","0.24%"
"2016년 09월 27일","5,305.7","5,254.2","5,306.8","5,251.3","392.69M","0.92%"
"2016년 09월 26일","5,257.5","5,275.7","5,282.3","5,255.0","376.06M","-0.91%"
"2016년 09월 23일","5,305.8","5,327.4","5,329.7","5,301.6","406.33M","-0.63%"
"2016년 09월 22일","5,339.5","5,323.3","5,342.9","5,320.9","415.83M","0.84%"
"2016년 09월 21일","5,295.2","5,263.6","5,299.4","5,233.9","446.65M","1.03%"
"2016년 09월 20일","5,241.4","5,256.2","5,265.2","5,235.4","379.36M","0.12%"
"2016년 09월 19일","5,235.0","5,263.5","5,281.1","5,222.9","400.16M","-0.18%"
"2016년 09월 16일","5,244.6","5,238.7","5,248.6","5,219.0","1.11B","-0.10%"
"2016년 09월 15일","5,249.7","5,178.1","5,254.8","5,176.3","437.68M","1.47%"
"2016년 09월 14일","5,173.8","5,160.2","5,201.3","5,159.5","421.65M","0.36%"
"2016년 09월 13일","5,155.3","5,181.1","5,195.0","5,131.3","456.69M","-1.09%"
"2016년 09월 12일","5,211.9","5,098.0","5,217.9","5,097.8","464.62M","1.68%"
"2016년 09월 09일","5,125.9","5,218.0","5,225.9","5,125.9","508.59M","-2.54%"
"2016년 09월 08일","5,259.5","5,270.0","5,271.0","5,248.4","412.37M","-0.46%"
"2016년 09월 07일","5,283.9","5,274.2","5,287.6","5,261.9","459.36M","0.15%"
"2016년 09월 06일","5,275.9","5,260.0","5,275.9","5,244.0","421.08M","0.50%"
"2016년 09월 02일","5,249.9","5,249.7","5,263.4","5,231.0","351.35M","0.43%"
"2016년 09월 01일","5,227.2","5,218.3","5,229.9","5,189.4","376.35M","0.27%"
"2016년 08월 31일","5,213.2","5,216.4","5,219.9","5,191.2","486.24M","-0.19%"
"2016년 08월 30일","5,223.0","5,229.9","5,241.6","5,205.6","374.16M","-0.18%"
"2016년 08월 29일","5,232.3","5,223.8","5,245.1","5,222.3","324.63M","0.26%"
"2016년 08월 26일","5,218.9","5,219.0","5,253.4","5,191.9","361.69M","0.13%"
"2016년 08월 25일","5,212.2","5,207.6","5,230.6","5,201.6","338.21M","-0.11%"
"2016년 08월 24일","5,217.7","5,254.4","5,263.0","5,205.6","380.49M","-0.81%"
"2016년 08월 23일","5,260.1","5,265.8","5,275.7","5,257.9","350.84M","0.30%"
"2016년 08월 22일","5,244.6","5,231.5","5,252.1","5,224.6","347.30M","0.12%"
"2016년 08월 19일","5,238.4","5,229.9","5,245.8","5,217.6","408.44M","-0.03%"
"2016년 08월 18일","5,240.1","5,226.5","5,243.2","5,221.8","377.74M","0.22%"
"2016년 08월 17일","5,228.7","5,228.4","5,230.1","5,197.2","361.66M","0.03%"
"2016년 08월 16일","5,227.1","5,248.0","5,248.3","5,226.8","385.30M","-0.66%"
"2016년 08월 15일","5,262.0","5,242.2","5,271.4","5,241.1","350.65M","0.56%"
"2016년 08월 12일","5,232.9","5,219.7","5,233.3","5,215.5","338.98M","0.09%"
"2016년 08월 11일","5,228.4","5,222.1","5,235.3","5,211.3","344.26M","0.46%"
"2016년 08월 10일","5,204.6","5,228.0","5,228.0","5,193.8","380.41M","-0.40%"
"2016년 08월 09일","5,225.5","5,216.2","5,238.5","5,215.0","358.07M","0.24%"
"2016년 08월 08일","5,213.1","5,223.5","5,228.4","5,202.2","370.90M","-0.15%"
"2016년 08월 05일","5,221.1","5,190.7","5,227.2","5,186.2","439.90M","1.06%"
"2016년 08월 04일","5,166.3","5,158.0","5,174.0","5,145.4","398.61M","0.13%"
"2016년 08월 03일","5,159.7","5,133.2","5,159.7","5,128.4","415.75M","0.43%"
"2016년 08월 02일","5,137.7","5,177.5","5,181.0","5,109.8","470.89M","-0.90%"
"2016년 08월 01일","5,184.2","5,167.4","5,199.1","5,158.9","420.98M","0.43%"
"2016년 07월 29일","5,162.1","5,162.1","5,175.8","5,140.0","571.66M","0.14%"
"2016년 07월 28일","5,155.0","5,144.8","5,160.2","5,130.8","424.08M","0.30%"
"2016년 07월 27일","5,139.8","5,143.8","5,151.1","5,120.7","470.66M","0.58%"
"2016년 07월 26일","5,110.0","5,095.6","5,122.3","5,084.2","428.74M","0.24%"
"2016년 07월 25일","5,097.6","5,097.0","5,100.7","5,082.7","371.48M","-0.05%"
"2016년 07월 22일","5,100.2","5,078.1","5,103.5","5,064.1","357.67M","0.52%"
"2016년 07월 21일","5,073.9","5,094.0","5,102.8","5,061.1","384.26M","-0.31%"
"2016년 07월 20일","5,089.9","5,061.6","5,098.3","5,053.9","375.16M","1.06%"
"2016년 07월 19일","5,036.4","5,038.2","5,052.2","5,028.2","362.67M","-0.38%"
"2016년 07월 18일","5,055.8","5,035.0","5,063.5","5,030.1","332.33M","0.52%"
"2016년 07월 15일","5,029.6","5,041.2","5,044.8","5,018.5","395.58M","-0.09%"
"2016년 07월 14일","5,034.1","5,042.0","5,045.2","5,025.1","348.81M","0.57%"
"2016년 07월 13일","5,005.7","5,036.3","5,036.4","5,002.8","373.97M","-0.34%"
"2016년 07월 12일","5,022.8","5,018.0","5,032.1","5,009.7","417.28M","0.69%"
"2016년 07월 11일","4,988.6","4,976.5","5,002.5","4,976.5","386.48M","0.64%"
"2016년 07월 08일","4,956.8","4,906.7","4,959.0","4,901.3","433.26M","1.64%"
"2016년 07월 07일","4,876.8","4,867.5","4,889.0","4,853.7","352.30M","0.36%"
"2016년 07월 06일","4,859.2","4,799.3","4,861.0","4,786.0","436.56M","0.75%"
"2016년 07월 05일","4,822.9","4,837.1","4,839.1","4,797.3","406.89M","-0.82%"
"2016년 07월 01일","4,862.6","4,837.2","4,880.2","4,837.2","380.07M","0.41%"
"2016년 06월 30일","4,842.7","4,793.8","4,843.1","4,774.5","574.07M","1.33%"
"2016년 06월 29일","4,779.2","4,732.9","4,787.6","4,732.3","466.31M","1.86%"
"2016년 06월 28일","4,691.9","4,643.9","4,693.0","4,643.9","470.19M","2.12%"
"2016년 06월 27일","4,594.4","4,664.4","4,665.0","4,574.3","619.73M","-2.41%"
"2016년 06월 24일","4,708.0","4,715.8","4,798.2","4,698.4","1.52B","-4.12%"
"2016년 06월 23일","4,910.0","4,872.2","4,910.0","4,859.4","398.65M","1.59%"
"2016년 06월 22일","4,833.3","4,846.7","4,875.9","4,830.0","376.04M","-0.22%"
"2016년 06월 21일","4,843.8","4,845.1","4,852.2","4,826.6","391.14M","0.14%"
"2016년 06월 20일","4,837.2","4,856.7","4,882.1","4,834.5","412.67M","0.77%"
"2016년 06월 17일","4,800.3","4,835.0","4,835.0","4,792.3","1.01B","-0.92%"
"2016년 06월 16일","4,844.9","4,809.7","4,847.9","4,778.8","389.89M","0.21%"
"2016년 06월 15일","4,834.9","4,855.1","4,868.2","4,830.3","402.22M","-0.18%"
"2016년 06월 14일","4,843.5","4,836.7","4,863.0","4,811.9","401.84M","-0.10%"
"2016년 06월 13일","4,848.4","4,868.5","4,894.9","4,844.9","420.34M","-0.94%"
"2016년 06월 10일","4,894.5","4,915.1","4,917.9","4,880.6","402.18M","-1.29%"
"2016년 06월 09일","4,958.6","4,954.1","4,965.5","4,940.5","361.93M","-0.32%"
"2016년 06월 08일","4,974.6","4,970.0","4,979.7","4,956.8","367.54M","0.26%"
"2016년 06월 07일","4,961.8","4,972.1","4,979.4","4,960.3","391.05M","-0.14%"
"2016년 06월 06일","4,968.7","4,950.5","4,980.1","4,944.9","385.15M","0.53%"
"2016년 06월 03일","4,942.5","4,958.1","4,958.6","4,909.2","382.23M","-0.58%"
"2016년 06월 02일","4,971.4","4,941.3","4,971.4","4,924.2","386.10M","0.39%"
"2016년 06월 01일","4,952.3","4,929.0","4,959.0","4,923.2","423.30M","0.08%"
"2016년 05월 31일","4,948.1","4,938.5","4,951.5","4,923.0","711.67M","0.29%"
"2016년 05월 27일","4,933.5","4,904.0","4,933.5","4,902.5","363.02M","0.65%"
"2016년 05월 26일","4,901.8","4,897.8","4,909.4","4,887.3","354.80M","0.14%"
"2016년 05월 25일","4,894.9","4,877.2","4,905.5","4,872.4","397.17M","0.70%"
"2016년 05월 24일","4,861.1","4,792.9","4,866.0","4,792.6","433.12M","2.00%"
"2016년 05월 23일","4,765.8","4,771.6","4,792.6","4,763.9","410.29M","-0.08%"
"2016년 05월 20일","4,769.6","4,729.4","4,781.7","4,729.0","484.07M","1.21%"
"2016년 05월 19일","4,712.5","4,717.4","4,735.3","4,678.4","405.76M","-0.56%"
"2016년 05월 18일","4,739.1","4,705.8","4,762.3","4,704.5","445.26M","0.50%"
"2016년 05월 17일","4,715.7","4,768.9","4,776.1","4,703.4","472.99M","-1.25%"
"2016년 05월 16일","4,775.5","4,728.9","4,791.3","4,724.7","419.40M","1.22%"
"2016년 05월 13일","4,717.7","4,731.1","4,759.3","4,708.3","407.81M","-0.41%"
"2016년 05월 12일","4,737.3","4,778.2","4,779.5","4,710.2","447.76M","-0.49%"
"2016년 05월 11일","4,760.7","4,799.3","4,812.2","4,760.4","417.00M","-1.02%"
"2016년 05월 10일","4,809.9","4,768.9","4,811.3","4,758.2","401.00M","1.26%"
"2016년 05월 09일","4,750.2","4,736.4","4,771.9","4,735.1","395.51M","0.30%"
"2016년 05월 06일","4,736.1","4,695.9","4,736.1","4,684.3","441.06M","0.40%"
"2016년 05월 05일","4,717.1","4,742.4","4,744.5","4,709.8","448.69M","-0.18%"
"2016년 05월 04일","4,725.6","4,735.3","4,751.6","4,713.9","469.20M","-0.79%"
"2016년 05월 03일","4,763.2","4,780.9","4,791.4","4,749.7","445.57M","-1.13%"
"2016년 05월 02일","4,817.6","4,786.5","4,821.6","4,768.3","435.63M","0.88%"
"2016년 04월 29일","4,775.4","4,805.8","4,807.9","4,740.8","602.09M","-0.62%"
"2016년 04월 28일","4,805.3","4,857.6","4,889.2","4,796.3","478.62M","-1.19%"
"2016년 04월 27일","4,863.1","4,855.4","4,872.9","4,826.4","441.73M","-0.51%"
"2016년 04월 26일","4,888.3","4,903.8","4,915.0","4,875.4","417.36M","-0.15%"
"2016년 04월 25일","4,895.8","4,891.5","4,904.9","4,878.4","369.67M","-0.21%"
"2016년 04월 22일","4,906.2","4,898.2","4,921.7","4,872.0","489.17M","-0.80%"
"2016년 04월 21일","4,945.9","4,949.1","4,966.6","4,932.6","383.40M","-0.05%"
"2016년 04월 20일","4,948.1","4,942.0","4,969.3","4,928.3","394.43M","0.16%"
"2016년 04월 19일","4,940.3","4,968.3","4,968.7","4,915.5","413.23M","-0.40%"
"2016년 04월 18일","4,960.0","4,919.4","4,960.8","4,915.6","370.38M","0.44%"
"2016년 04월 15일","4,938.2","4,938.8","4,950.4","4,925.5","432.04M","-0.16%"
"2016년 04월 14일","4,945.9","4,947.6","4,961.3","4,931.8","369.79M","-0.03%"
"2016년 04월 13일","4,947.4","4,904.8","4,951.9","4,903.6","431.41M","1.55%"
"2016년 04월 12일","4,872.1","4,838.8","4,879.6","4,808.9","385.61M","0.80%"
"2016년 04월 11일","4,833.4","4,873.4","4,897.5","4,833.4","361.58M","-0.36%"
"2016년 04월 08일","4,850.7","4,884.0","4,892.6","4,835.4","367.47M","0.05%"
"2016년 04월 07일","4,848.4","4,893.6","4,901.5","4,831.5","452.84M","-1.47%"
"2016년 04월 06일","4,920.7","4,849.6","4,921.5","4,849.3","402.78M","1.59%"
"2016년 04월 05일","4,843.9","4,855.9","4,872.7","4,838.6","430.35M","-0.98%"
"2016년 04월 04일","4,891.8","4,911.2","4,917.8","4,885.2","386.30M","-0.46%"
"2016년 04월 01일","4,914.5","4,842.5","4,917.1","4,832.1","443.37M","0.92%"
"2016년 03월 31일","4,869.9","4,869.6","4,891.3","4,864.4","452.45M","0.01%"
"2016년 03월 30일","4,869.3","4,875.5","4,899.1","4,859.4","388.83M","0.47%"
"2016년 03월 29일","4,846.6","4,756.5","4,849.3","4,749.8","453.24M","1.67%"
"2016년 03월 28일","4,766.8","4,785.3","4,787.4","4,760.0","336.93M","-0.14%"
"2016년 03월 24일","4,773.5","4,743.4","4,773.5","4,734.8","383.91M","0.10%"
"2016년 03월 23일","4,768.9","4,813.9","4,816.7","4,765.4","399.92M","-1.10%"
"2016년 03월 22일","4,821.7","4,783.6","4,835.6","4,781.7","373.16M","0.27%"
"2016년 03월 21일","4,808.9","4,787.3","4,814.9","4,785.4","375.80M","0.28%"
"2016년 03월 18일","4,795.6","4,784.6","4,804.6","4,772.4","1.14B","0.43%"
"2016년 03월 17일","4,775.0","4,752.6","4,788.1","4,738.0","435.04M","0.23%"
"2016년 03월 16일","4,764.0","4,717.9","4,774.8","4,716.5","402.69M","0.75%"
"2016년 03월 15일","4,728.7","4,731.1","4,735.3","4,712.1","397.35M","-0.45%"
"2016년 03월 14일","4,750.3","4,733.4","4,762.3","4,731.5","379.76M","0.04%"
"2016년 03월 11일","4,748.5","4,712.4","4,748.8","4,700.9","416.03M","1.85%"
"2016년 03월 10일","4,662.2","4,691.2","4,716.1","4,608.0","439.52M","-0.26%"
"2016년 03월 09일","4,674.4","4,666.4","4,676.5","4,642.4","410.13M","0.55%"
"2016년 03월 08일","4,648.8","4,676.2","4,695.0","4,642.9","467.11M","-1.26%"
"2016년 03월 07일","4,708.3","4,690.9","4,731.2","4,674.8","486.23M","-0.19%"
"2016년 03월 04일","4,717.0","4,715.8","4,746.6","4,687.9","510.77M","0.20%"
"2016년 03월 03일","4,707.4","4,698.4","4,707.7","4,674.5","444.92M","0.09%"
"2016년 03월 02일","4,703.4","4,683.8","4,703.6","4,665.9","452.45M","0.29%"
"2016년 03월 01일","4,689.6","4,596.0","4,689.6","4,581.8","507.41M","2.89%"
"2016년 02월 29일","4,558.0","4,585.3","4,619.9","4,557.5","565.97M","-0.71%"
"2016년 02월 26일","4,590.5","4,615.1","4,618.9","4,580.8","438.38M","0.18%"
"2016년 02월 25일","4,582.2","4,554.7","4,582.2","4,516.9","392.23M","0.87%"
"2016년 02월 24일","4,542.6","4,453.9","4,547.6","4,425.7","452.41M","0.87%"
"2016년 02월 23일","4,503.6","4,550.0","4,558.1","4,500.9","388.34M","-1.47%"
"2016년 02월 22일","4,570.6","4,548.3","4,576.5","4,546.5","427.62M","1.47%"
"2016년 02월 19일","4,504.4","4,464.7","4,513.1","4,455.1","488.38M","0.38%"
"2016년 02월 18일","4,487.5","4,548.1","4,548.5","4,482.8","472.55M","-1.03%"
