"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 02월 17일","4,534.1","4,471.7","4,540.8","4,463.5","576.51M","2.21%"
"2016년 02월 16일","4,436.0","4,398.0","4,436.0","4,376.5","553.80M","2.27%"
"2016년 02월 12일","4,337.5","4,307.3","4,340.1","4,274.1","506.31M","1.66%"
"2016년 02월 11일","4,266.8","4,218.8","4,293.2","4,209.8","688.73M","-0.39%"
"2016년 02월 10일","4,283.6","4,318.3","4,369.6","4,280.7","561.08M","0.35%"
"2016년 02월 09일","4,268.8","4,224.9","4,329.6","4,222.5","579.16M","-0.35%"
"2016년 02월 08일","4,283.8","4,288.0","4,301.5","4,212.8","673.87M","-1.82%"
"2016년 02월 05일","4,363.1","4,491.5","4,493.2","4,350.4","636.44M","-3.25%"
"2016년 02월 04일","4,509.6","4,492.5","4,545.5","4,464.0","543.90M","0.12%"
"2016년 02월 03일","4,504.2","4,543.8","4,547.3","4,424.5","577.23M","-0.28%"
"2016년 02월 02일","4,517.0","4,588.7","4,589.9","4,503.1","511.64M","-2.24%"
"2016년 02월 01일","4,620.4","4,587.6","4,636.9","4,565.4","480.04M","0.14%"
"2016년 01월 29일","4,614.0","4,512.1","4,614.0","4,511.3","754.58M","2.38%"
"2016년 01월 28일","4,506.7","4,533.8","4,533.8","4,447.5","545.17M","0.86%"
"2016년 01월 27일","4,468.2","4,548.9","4,568.9","4,450.8","513.42M","-2.18%"
"2016년 01월 26일","4,567.7","4,537.0","4,583.2","4,503.5","461.53M","1.09%"
"2016년 01월 25일","4,518.5","4,574.6","4,590.4","4,514.8","483.49M","-1.58%"
"2016년 01월 22일","4,591.2","4,557.4","4,591.2","4,540.3","523.81M","2.66%"
"2016년 01월 21일","4,472.1","4,480.7","4,537.1","4,432.0","567.90M","0.01%"
"2016년 01월 20일","4,471.7","4,405.2","4,514.9","4,313.4","716.73M","-0.12%"
"2016년 01월 19일","4,477.0","4,548.0","4,550.6","4,430.8","572.07M","-0.26%"
"2016년 01월 15일","4,488.4","4,464.4","4,520.5","4,419.4","739.41M","-2.74%"
"2016년 01월 14일","4,615.0","4,545.4","4,650.5","4,470.6","593.87M","1.97%"
"2016년 01월 13일","4,526.1","4,706.0","4,714.0","4,517.6","570.19M","-3.41%"
"2016년 01월 12일","4,685.9","4,681.5","4,714.8","4,618.0","498.55M","1.03%"
"2016년 01월 11일","4,638.0","4,673.4","4,683.0","4,573.8","528.17M","-0.12%"
"2016년 01월 08일","4,643.6","4,722.0","4,742.6","4,637.9","540.57M","-0.98%"
"2016년 01월 07일","4,689.4","4,736.4","4,788.0","4,688.2","590.07M","-3.03%"
"2016년 01월 06일","4,835.8","4,813.8","4,866.0","4,804.7","501.75M","-1.14%"
"2016년 01월 05일","4,891.4","4,917.8","4,926.7","4,872.7","428.07M","-0.24%"
"2016년 01월 04일","4,903.1","4,897.6","4,903.1","4,847.0","569.79M","-2.08%"
