44134,2267.15,-2.56,795585,0.56
44133,2326.67,-0.79,509768,-0.28
44132,2345.26,0.62,705770,0.06
44131,2330.84,-0.56,666942,-0.19
44130,2343.91,-0.72,822268,-0.08
44127,2360.81,0.24,890385,0.09
44126,2355.05,-0.67,815612,0
44125,2370.86,0.53,812837,-0.07
44124,2358.41,0.5,874293,-0.06
44123,2346.74,0.22,931645,0.01
44120,2341.53,-0.83,920205,-0.21
44119,2361.21,-0.81,1165501,0.29
44118,2380.48,-0.94,901177,0.24
44117,2403.15,-0.02,724920,-0.14
44116,2403.73,0.49,843574,-0.12
44112,2391.96,0.21,961726,0.3
44111,2386.94,0.89,737994,-0.14
44110,2365.9,0.34,861755,0.13
44109,2358,1.29,763618,0.18
44103,2327.89,0.86,646218,0.07
44102,2308.08,1.29,605977,-0.13
44099,2278.79,0.27,697962,-0.02
44098,2272.7,-2.59,714881,-0.03
44097,2333.24,0.03,735042,-0.3
44096,2332.59,-2.38,1051028,0.01
44095,2389.39,-0.95,1041993,0.38
44092,2412.4,0.26,756517,-0.11
44091,2406.17,-1.22,853740,0.1
44090,2435.92,-0.31,772938,-0.09
44089,2443.58,0.65,849969,-0.12
44088,2427.91,1.3,963083,0.09
44085,2396.69,0.01,882880,-0.17
44084,2396.48,0.87,1064574,0.13
44083,2375.81,-1.09,946247,-0.03
44082,2401.91,0.74,979357,-0.18
44081,2384.22,0.67,1197385,-0.11
44078,2368.25,-1.15,1351039,0.38
44077,2395.9,1.33,981546,-0.31
44076,2364.37,0.63,1429273,0.32
44075,2349.55,1.01,1085245,-0.34
44074,2326.17,-1.17,1647818,0.27
44071,2353.8,0.4,1297312,0.42
44070,2344.45,-1.05,913917,-0.04
44069,2369.32,0.11,956478,0.24
44068,2366.73,1.58,771585,0.19
44067,2329.83,1.1,649277,-0.25
44064,2304.59,1.34,865736,-0.04
44063,2274.22,-3.66,903744,0.42
44062,2360.54,0.52,637965,-0.3
44061,2348.24,-2.46,909750,-0.06
44057,2407.49,-1.23,968125,0.07
44056,2437.53,0.21,907219,0.19
44055,2432.35,0.57,763735,-0.09
44054,2418.67,1.35,843438,0.07
44053,2386.38,1.48,784617,-0.03
44050,2351.67,0.39,812595,0.02
44049,2342.61,1.33,797147,-0.05
44048,2311.86,1.4,841299,0.16
44047,2279.97,1.29,722906,0.11
44046,2251.04,0.07,648462,-0.12
44043,2249.37,-0.78,739689,0.04
44042,2267.01,0.17,713039,-0.21
44041,2263.16,0.27,899494,0.04
44040,2256.99,1.76,866726,-0.07
44039,2217.86,0.79,928625,-0.07
44036,2200.44,-0.71,1001025,0.07
44035,2216.19,-0.56,934542,0.09
44034,2228.66,-0.01,856218,-0.07
44033,2228.83,1.39,918483,0.34
44032,2198.2,-0.14,686819,0.21
44029,2201.19,0.8,569297,-0.27
44028,2183.76,-0.82,784637,-0.05
44027,2201.88,0.84,830266,0.02
44026,2183.61,-0.11,810952,0.25
44025,2186.06,1.67,650231,-0.27
44022,2150.25,-0.81,886987,0.43
44021,2167.9,0.42,619368,-0.09
44020,2158.88,-0.24,677810,-0.2
44019,2164.17,-1.09,847434,0.27
44018,2187.93,1.65,666902,-0.13
44015,2152.41,0.8,770055,-0.29
44014,2135.37,1.36,1091965,-0.02
44013,2106.7,-0.08,1116221,0.58
44012,2108.33,0.71,708605,0.1
44011,2093.48,-1.93,643156,-0.15
44008,2134.65,1.05,761044,-0.25
44007,2112.37,-2.27,1017721,0.11
44006,2161.51,1.42,913896,0
44005,2131.24,0.21,917567,0.16
44004,2126.73,-0.68,789372,-0.27
44001,2141.32,0.37,1079453,0.41
44000,2133.48,-0.35,767184,-0.17
43999,2141.05,0.14,927516,-0.05
43998,2138.05,5.28,973639,-0.09
43997,2030.82,-4.76,1072278,0.55
43994,2132.3,-2.04,689897,-0.17
43993,2176.78,-0.86,827381,0.17
43992,2195.69,0.31,706294,-0.14
43991,2188.92,0.21,817085,-0.04
43990,2184.29,0.11,854035,0
43987,2181.87,1.43,854591,-0.39
43986,2151.18,0.19,1393308,0.21
43985,2147,2.87,1152001,0.15
43984,2087.19,1.07,1000332,0
43983,2065.08,1.75,997348,-0.08
43980,2029.6,0.05,1086215,-0.07
43979,2028.54,-0.13,1172134,-0.01
43978,2031.2,0.07,1178848,0.16
43977,2029.78,1.76,1017804,0.59
43976,1994.6,1.24,641459,-0.24
43973,1970.13,-1.41,847467,0.41
43972,1998.31,0.44,601199,-0.14
43971,1989.64,0.46,699447,-0.1
43970,1980.61,2.25,773415,0.02
43969,1937.11,0.51,761696,-0.12
43966,1927.28,0.12,866357,0.14
43965,1924.96,-0.8,760646,0.23
43964,1940.42,0.95,618784,-0.23
43963,1922.17,-0.68,799930,0.35
43962,1935.4,-0.54,591283,-0.25
43959,1945.82,0.89,784773,0.01
43958,1928.61,-0.01,775658,-0.28
43957,1928.76,1.76,1082527,-0.06
43955,1895.37,-2.68,1146855,-0.42
43950,1947.56,0.7,1984182,0.69
43949,1934.09,0.59,1173476,0.6
43948,1922.77,1.79,735663,-0.21
43945,1889.01,-1.34,933917,0.37
43944,1914.73,0.98,683720,-0.17
43943,1896.15,0.89,820360,-0.3
43942,1879.38,-1,1174294,0.08
43941,1898.36,-0.84,1087463,-0.35
43938,1914.53,3.09,1667460,0.9
43937,1857.07,0,878338,-0.01
43935,1857.08,1.72,886766,-0.13
43934,1825.76,-1.88,1017752,0.03
43931,1860.7,1.33,992548,0.08
43930,1836.21,1.61,920571,0.01
43929,1807.14,-0.9,907494,-0.05
43928,1823.6,1.77,951739,-0.22
43927,1791.88,3.85,1219389,0.22
43924,1725.44,0.03,1000087,0.31
43923,1724.86,2.34,766313,-0.38
43922,1685.46,-3.94,1243591,0.2
43921,1754.64,2.19,1037488,0.35
43920,1717.12,-0.04,767777,-0.29
43917,1717.73,1.87,1077527,0.09
43916,1686.24,-1.09,992474,0.14
43915,1704.76,5.89,872809,0.28
43914,1609.97,8.6,679288,0.05
43913,1482.46,-5.34,647528,-0.21
43910,1566.15,7.44,817021,-0.16
43909,1457.64,-8.39,977675,0.34
43908,1591.2,-4.86,728008,0.12
43907,1672.44,-2.47,649779,-0.05
43906,1714.86,-3.19,682004,-0.34
43903,1771.44,-3.43,1035278,0.22
43902,1834.33,-3.87,850345,0.25
43901,1908.27,-2.78,679716,0.06
43900,1962.93,0.42,638564,-0.04
43899,1954.77,-4.19,666868,-0.23
43896,2040.22,-2.16,865588,0.28
43895,2085.26,1.26,675205,0.11
43894,2059.33,2.24,606287,-0.02
43893,2014.15,0.58,615693,0.17
43892,2002.51,0.78,528103,-0.21
43889,1987.01,-3.3,671552,0.19
43888,2054.89,-1.05,562775,-0.31
43887,2076.77,-1.28,810938,-0.48
43886,2103.61,1.18,1565588,0.65
43885,2079.04,-3.87,948621,0.49
43882,2162.84,-1.49,635474,-0.1
43881,2195.5,-0.67,709564,0.2
43880,2210.34,0.07,591155,0.26
43879,2208.88,-1.48,470425,0.03
43878,2242.17,-0.06,458248,-0.23
43875,2243.59,0.48,597224,-0.06
43874,2232.96,-0.24,638666,0.01
43873,2238.38,0.69,632463,0.2
43872,2223.12,1,526211,-0.14
43871,2201.07,-0.49,609566,-0.24
43868,2211.95,-0.72,800342,0.15
43867,2227.94,2.88,695216,0.21
43866,2165.63,0.36,574396,-0.08
43865,2157.9,1.84,624642,-0.25
43864,2118.88,-0.01,836700,0.18
43861,2119.01,-1.35,710508,0.18
43860,2148,-1.71,602838,-0.13
43859,2185.28,0.39,692301,-0.14
43858,2176.72,-3.09,808879,0.59
43853,2246.13,-0.93,509609,-0.16
43852,2267.25,1.23,608510,-0.21
43851,2239.69,-1.01,770320,0.41
43850,2262.64,0.54,545491,-0.06
43847,2250.57,0.11,580816,-0.28
43846,2248.05,0.77,808332,0.08
43845,2230.98,-0.35,746156,-0.11
43844,2238.88,0.43,835899,0.71
43843,2229.26,1.04,488289,-0.18
43840,2206.39,0.91,594537,0
43839,2186.45,1.63,592604,-0.35
43838,2151.31,-1.11,913831,0.61
43837,2175.54,0.95,568236,-0.04
43836,2155.07,-0.98,592671,-0.06
43833,2176.46,0.06,631563,0.28
43832,2175.17,-1.02,494678,0.19
43829,2197.67,-0.3,416403,-0.15
43826,2204.21,0.29,490168,-0.14
43825,2197.93,0.36,571309,0
43823,2190.08,-0.62,569968,0.14
43822,2203.71,-0.02,502034,-0.22
43819,2204.18,0.35,646683,0.01
43818,2196.56,0.08,643144,0.09
43817,2194.76,-0.04,591106,-0.01
43816,2195.68,1.27,599534,0.59
43815,2168.15,-0.1,377054,-0.3
43812,2170.25,1.54,540027,-0.08
43811,2137.35,1.51,584637,-0.13
43810,2105.62,0.36,668731,0.34
43809,2098,0.45,500064,0.27
43808,2088.65,0.33,393127,-0.11
43805,2081.85,1.02,440188,-0.07
43804,2060.74,-0.39,472188,0.36
43803,2068.89,-0.73,347003,-0.23
43802,2084.07,-0.38,450040,0.17
43801,2091.92,0.19,385344,-0.11
43798,2087.96,-1.45,433261,0.29
43797,2118.6,-0.43,335227,-0.09
43796,2127.85,0.31,367796,-0.31
43795,2121.35,-0.1,532601,0.34
43794,2123.5,1.02,397676,-0.24
43791,2101.96,0.26,519852,-0.1
43790,2096.6,-1.35,579555,0
43789,2125.32,-1.3,581056,-0.3
43788,2153.24,-0.34,826885,0.69
43787,2160.69,-0.07,489233,-0.12
43784,2162.18,1.07,556246,0.07
43783,2139.23,0.79,521110,-0.22
43782,2122.45,-0.86,664366,0.09
43781,2140.92,0.79,610429,-0.01
43780,2124.09,-0.61,617266,0.08
43777,2137.23,-0.33,574127,0.35
43776,2144.29,0.01,425663,0.04
43775,2144.15,0.07,410085,0.02
43774,2142.64,0.58,400644,-0.16
43773,2130.24,1.43,476257,0.14
43770,2100.2,0.8,418314,-0.09
43769,2083.48,0.15,461323,0.11
43768,2080.27,-0.59,415552,0.16
43767,2092.69,-0.04,357662,0.33
43766,2093.6,0.27,269234,-0.23
43763,2087.89,0.11,348686,-0.05
43762,2085.66,0.24,367717,-0.14
43761,2080.62,-0.39,429453,-0.15
43760,2088.86,1.16,504063,-0.17
43759,2064.84,0.2,606109,0.17
43756,2060.69,-0.83,516688,0.64
43755,2077.94,-0.23,314177,-0.4
43754,2082.83,0.71,524545,0.13
43753,2068.17,0.04,464534,-0.09
43752,2067.4,1.11,511216,0.34
43749,2044.61,0.81,381147,-0.15
43748,2028.15,-0.88,445846,0.02
43746,2046.25,1.21,437517,0.36
43745,2021.73,0.05,322185,-0.2
43742,2020.69,-0.55,402941,-0.03
43740,2031.91,-1.95,414460,0.06
43739,2072.42,0.45,389336,0.19
43738,2063.05,0.64,327625,0.15
43735,2049.93,-1.19,285943,-0.34
43734,2074.52,0.05,430577,-0.34
43733,2073.39,-1.32,651552,0.22
43732,2101.04,0.45,535771,0.27
43731,2091.7,0.01,420948,-0.29
43728,2091.52,0.54,589920,0.2
43727,2080.35,0.46,493038,-0.2
43726,2070.73,0.41,613148,0.21
43725,2062.33,0.01,507995,0.03
43724,2062.22,0.64,493516,0.15
43719,2049.2,0.84,429075,-0.15
43718,2032.08,0.62,504391,-0.01
43717,2019.55,0.52,511821,0.33
43714,2009.13,0.22,384441,-0.21
43713,2004.75,0.82,488067,0.4
43712,1988.53,1.16,348722,0.02
43711,1965.69,-0.18,342077,0.3
43710,1969.19,0.07,262154,-0.17
43707,1967.79,1.78,317733,0.11
43706,1933.41,-0.4,285103,0
43705,1941.09,0.86,284344,-0.33
43704,1924.6,0.43,427042,0.31
43703,1916.31,-1.64,324853,-0.15
43700,1948.3,-0.14,381087,-0.13
43699,1951.01,-0.69,435565,0.11
43698,1964.65,0.22,391568,-0.16
43697,1960.25,1.05,463605,-0.04
43696,1939.9,0.66,481022,0.14
43693,1927.17,-0.58,421682,-0.4
43691,1938.37,0.65,699585,0.06
43690,1925.83,-0.85,660041,0.55
43689,1942.29,0.23,427141,-0.35
43686,1937.75,0.89,654344,-0.16
43685,1920.61,0.57,777166,0.02
43684,1909.71,-0.41,760777,0.03
43683,1917.5,-1.51,739588,0.16
43682,1946.98,-2.56,639604,0.46
43679,1998.13,-0.95,438538,-0.05
43678,2017.34,-0.36,461743,-0.22
43677,2024.55,-0.69,589386,0.08
43676,2038.68,0.45,547030,-0.1
43675,2029.48,-1.78,608671,0.03
43672,2066.26,-0.4,589074,-0.02
43671,2074.48,-0.38,598634,-0.3
43670,2082.3,-0.91,851393,0.31
43669,2101.45,0.39,648124,0.95
43668,2093.34,-0.05,332630,-0.16
43665,2094.36,1.35,394904,-0.12
43664,2066.55,-0.31,446644,-0.41
43663,2072.92,-0.91,761626,0.12
43662,2091.87,0.45,682803,0.47
43661,2082.48,-0.2,463520,0.15
43658,2086.66,0.29,403935,0.07
43657,2080.58,1.06,376675,0.06
43656,2058.78,0.33,355678,-0.19
43655,2052.03,-0.59,440122,-0.15
43654,2064.17,-2.2,515950,0.12
43651,2110.59,0.09,459391,0.03
43650,2108.73,0.61,446933,-0.14
43649,2096.02,-1.23,522709,0.13
43648,2122.02,-0.36,460830,0.12
43647,2129.74,-0.04,412291,-0.23
43644,2130.62,-0.17,537275,-0.17
43643,2134.32,0.59,644900,-0.12
43642,2121.85,0.01,736852,0.15
43641,2121.64,-0.22,642999,-0.04
43640,2126.33,0.03,669640,-0.03
43637,2125.62,-0.27,692028,-0.31
43636,2131.29,0.31,1007159,0.17
43635,2124.78,1.24,862980,0.44
43634,2098.71,0.38,600964,0.07
43633,2090.73,-0.22,561550,0.19
43630,2095.41,-0.37,473370,-0.14
43629,2103.15,-0.27,553393,-0.2
43628,2108.75,-0.14,693508,0.26
43627,2111.81,0.59,550740,0.2
43626,2099.49,1.31,457641,0.24
43623,2072.33,0.16,368392,-0.03
43621,2069.11,0.1,380157,-0.13
43620,2066.97,-0.04,435992,0.13
43619,2067.85,1.28,387146,-0.12
43616,2041.74,0.14,439182,-0.05
43615,2038.8,0.77,461850,0.21
43614,2023.32,-1.25,380894,-0.23
43613,2048.83,0.23,494479,0.41
43612,2044.21,-0.05,351616,-0.27
43609,2045.31,-0.69,480648,-0.06
43608,2059.59,-0.26,509269,0
43607,2064.86,0.18,509974,-0.03
43606,2061.25,0.27,526859,-0.18
43605,2055.71,0,640195,0.19
43602,2055.8,-0.58,537380,-0.28
43601,2067.69,-1.2,745164,0.29
43600,2092.78,0.53,577795,-0.17
43599,2081.84,0.14,696195,0.38
43598,2079.01,-1.38,505751,-0.29
43595,2108.04,0.29,714766,-0.04
43594,2102.01,-3.04,743507,0.63
43593,2168.01,-0.41,456334,-0.06
43592,2176.99,-0.88,484097,-0.22
43588,2196.32,-0.74,617878,0.67
43587,2212.75,0.42,369059,-0.03
43585,2203.59,-0.58,381414,0
43584,2216.43,1.7,380823,-0.33
43581,2179.31,-0.51,570172,0.29
43580,2190.5,-0.48,441137,-0.23
43579,2201.03,-0.88,575100,0.2
43578,2220.51,0.17,481178,-0.03
43577,2216.65,0.02,493984,-0.06
43574,2216.15,0.11,525264,-0.08
43573,2213.77,-1.43,573343,0.27
43572,2245.89,-0.12,452475,-0.2
43571,2248.63,0.26,569056,0.41
43570,2242.88,0.42,404160,-0.1
43567,2233.45,0.41,449634,0.12
43566,2224.44,0,402016,0.01
43565,2224.39,0.49,399695,-0.04
43564,2213.56,0.13,414809,0.19
43563,2210.6,0.04,347910,-0.33
43560,2209.61,0.14,517153,0.2
43559,2206.53,0.15,431013,0.2
43558,2203.27,1.2,358645,0.39
43557,2177.18,0.41,257453,-0.02
43556,2168.28,1.29,263313,-0.28
43553,2140.67,0.59,364619,0.27
43552,2128.1,-0.82,288036,-0.21
43551,2145.62,-0.15,363169,0.21
43550,2148.8,0.18,301254,-0.02
43549,2144.86,-1.92,307071,-0.08
43546,2186.95,0.09,333618,-0.03
43545,2184.88,0.36,342747,0.08
43544,2177.1,-0.02,317607,-0.01
43543,2177.62,-0.09,319703,0.24
43542,2179.49,0.16,257951,-0.33
43539,2176.11,0.95,387136,0.14
43538,2155.68,0.34,341010,0.19
43537,2148.41,-0.41,285601,-0.2
43536,2157.18,0.89,355283,0.31
43535,2138.1,0.03,272103,-0.13
43532,2137.44,-1.31,313315,0.07
43531,2165.79,-0.45,292578,-0.11
43530,2175.6,-0.17,328943,0.05
43529,2179.23,-0.52,313146,-0.16
43528,2190.66,-0.22,373166,-0.27
43524,2195.44,-1.76,510022,0.69
43523,2234.79,0.37,301513,-0.09
43522,2226.6,-0.27,331962,-0.02
43521,2232.56,0.09,339234,-0.17
43518,2230.5,0.08,409311,0.07
43517,2228.66,-0.05,382511,0.02
43516,2229.76,1.09,374342,-0.04
43515,2205.63,-0.24,389094,0.24
43514,2210.89,0.67,314371,-0.22
43511,2196.09,-1.34,400592,-0.3
43510,2225.85,1.11,573362,0.36
43509,2201.48,0.5,421990,-0.02
43508,2190.47,0.45,429940,0.06
43507,2180.73,0.17,406060,0.04
43504,2177.05,-1.2,391029,-0.09
