44530,15537.7,15716.5,15828.2,15451.4,1.78B,-0.0155
44529,15782.8,15719.4,15833.1,15644.6,1.01B,0.0188
44526,15491.7,15664.4,15731.5,15456.1,781.49M,-0.0223
44524,15845.2,15677.9,15848.6,15591.4,842.33M,0.0044
44523,15775.1,15809.5,15895.9,15601.5,1.07B,-0.005
44522,15854.8,16120.9,16212.2,15851,1.13B,-0.0126
44519,16057.4,16042.2,16121.1,16017.2,1.02B,0.004
44518,15993.7,15973.4,16010.9,15848.8,1.08B,0.0045
44517,15921.6,15973.6,15998.6,15909.4,966.81M,-0.0033
44516,15973.9,15840.3,15989.6,15825,1.01B,0.0076
44515,15853.8,15894.8,15918.5,15778.3,952.14M,-0.0004
44512,15861,15752.6,15874.6,15705.4,988.93M,0.01
44511,15704.3,15752.1,15768,15695.8,867.11M,0.0052
44510,15622.7,15753.8,15867.2,15543.7,989.63M,-0.0166
44509,15886.5,16024.1,16035.2,15836.7,1.03B,-0.006
44508,15982.4,15995.7,16038.2,15961.8,1.06B,0.0007
44505,15971.6,16003.6,16053.4,15900.8,1.06B,0.002
44504,15940.3,15849.7,15966.1,15827.7,1.02B,0.0081
44503,15811.6,15658.5,15821.6,15616.4,1.00B,0.0104
44502,15649.6,15584,15656.6,15569.3,997.88M,0.0034
44501,15595.9,15541.3,15598.9,15470.8,1.00B,0.0063
44498,15498.4,15323.3,15504.1,15323.3,1.06B,0.0033
44497,15448.1,15304.7,15452.3,15290.3,1.06B,0.0139
44496,15235.8,15276,15364.5,15235.8,1.09B,0
44495,15235.7,15317.5,15384,15198.2,1.22B,0.0006
44494,15226.7,15142.9,15259.6,15070.8,1.09B,0.009
44491,15090.2,15158.1,15193,15021,1.10B,-0.0082
44490,15215.7,15104.8,15222.3,15094.1,891.24M,0.0062
44489,15121.7,15160,15178.4,15071.2,743.43M,-0.0005
44488,15129.1,15073.1,15137.9,15049.7,788.58M,0.0071
44487,15021.8,14839.7,15026.7,14833.3,798.37M,0.0084
44484,14897.3,14891.2,14905,14848,924.17M,0.005
44483,14823.4,14717.5,14827.6,14699.5,815.46M,0.0173
